#{"t_start": 1724336006.9616835, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,807,9.932858
0.0,516,12.606235
0.0,520,15.261232
1.0,621,18.645897
0.0,531,21.433139
2.0,908,26.581744
0.0,504,29.278312
0.0,524,32.061272
0.0,532,34.891675
2.0,903,39.909113
1.0,637,43.364727
0.0,520,46.03087
0.0,535,48.702525
2.0,822,53.122047
1.0,697,95.581225
2.0,775,99.874559
0.0,541,102.623009
1.0,659,106.143893
5.0,1244,113.281167
1.0,623,116.555376
1.0,711,120.400672
0.0,524,123.087201
6.0,1524,131.88751
4.0,1214,138.722289
1.0,712,181.137062
3.0,865,185.969657
5.0,1388,193.788187
3.0,1023,199.184008
7.0,1481,207.382911
2.0,751,211.361963
1.0,616,214.3728
3.0,929,219.337268
2.0,749,223.34997
3.0,933,228.295184
4.0,1205,273.389768
4.0,997,278.680415
4.0,1049,284.453635
7.0,1524,292.860855
5.0,1282,299.924373
3.0,1032,305.353577
3.0,943,310.247852
6.0,1597,357.816438
7.0,1617,366.606431
7.0,1669,375.703499
4.0,1214,382.288287
3.0,1004,387.845654
5.0,1317,394.871318
14.0,2304,446.573539
5.0,1246,453.187903
12.0,2087,464.515566
8.0,1410,472.08544
15.0,1598,480.680246
19.0,1868,529.336107
13.0,2554,543.214516
13.0,2126,554.644778
15.0,2436,568.055771
13.0,1419,614.463512
17.0,2095,625.909778
14.0,2131,637.17692
9.0,1746,646.51516
20.0,2431,697.781756
10.0,2171,709.561669
18.0,2588,723.712775
22.0,2702,776.514522
20.0,2949,792.142272
30.0,3373,809.552751
18.0,2642,857.878799
21.0,2510,870.597062
29.0,2752,884.354893
20.0,2438,896.267536
11.0,2202,942.515534
24.0,3341,958.918696
21.0,2069,969.268253
25.0,3118,1020.600051
20.0,2704,1034.485133
20.0,2510,1047.157103
7.0,1487,1089.476661
27.0,2995,1104.684925
22.0,3094,1120.191173
14.0,2688,1167.841671
10.0,1942,1177.341087
23.0,2679,1190.695781
19.0,3157,1241.976727
37.0,2826,1256.220087
25.0,3070,1271.735284
