#{"t_start": 1724336007.3943324, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,540,7.746111
4.0,1129,14.020743
0.0,521,16.770872
0.0,543,19.57541
1.0,622,22.943512
0.0,541,25.751734
2.0,815,30.333782
2.0,829,34.935983
0.0,525,37.735961
1.0,631,41.087029
0.0,525,43.720385
3.0,1022,49.2254
4.0,1140,94.361659
2.0,810,98.820821
4.0,1196,105.685122
8.0,1862,116.409784
2.0,821,120.92545
0.0,529,123.682053
5.0,1248,130.697144
2.0,810,135.233348
3.0,1016,140.805828
6.0,1530,188.220534
0.0,512,190.879622
2.0,844,195.300563
4.0,1202,201.90498
4.0,1108,207.991232
4.0,1254,214.585024
10.0,1786,224.603936
3.0,930,268.124317
4.0,1124,274.04822
7.0,1630,283.045786
1.0,641,286.352239
17.0,2402,299.865136
6.0,1308,306.939174
4.0,1140,312.946501
19.0,2652,366.595002
3.0,885,371.328175
6.0,1339,378.629411
11.0,1792,388.593652
3.0,881,393.016254
15.0,2086,443.409096
13.0,1350,450.638372
8.0,1908,460.909463
4.0,1056,466.516292
22.0,2652,481.03935
11.0,2358,532.393229
9.0,1950,542.755198
6.0,1401,550.329171
14.0,2479,563.814409
7.0,1572,611.083815
6.0,1321,618.229575
21.0,2627,632.46506
18.0,2682,647.036602
21.0,2333,697.752641
20.0,2455,711.014076
15.0,2235,723.159035
14.0,2480,736.679747
9.0,1897,784.896479
12.0,2443,797.566966
27.0,2986,812.930659
10.0,2147,858.578277
20.0,2026,868.774656
18.0,2719,882.32934
23.0,2848,931.817185
25.0,2582,944.528828
10.0,1905,953.780227
12.0,1726,962.088157
20.0,2217,1008.85936
20.0,2886,1023.378776
16.0,2131,1034.276804
16.0,1909,1043.878933
18.0,3073,1094.351362
25.0,2996,1109.521804
6.0,1491,1116.63856
18.0,2858,1165.218521
18.0,2735,1178.88734
20.0,3030,1194.056887
27.0,2937,1244.230451
27.0,3742,1263.299201
23.0,3138,1279.120893
