#{"t_start": 1724336008.2117593, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,825,8.657271
0.0,509,11.258525
1.0,699,15.080498
1.0,639,18.571349
4.0,1210,25.588105
4.0,1199,32.444119
1.0,700,36.381457
1.0,717,40.337531
0.0,530,42.956498
0.0,519,45.59703
0.0,528,48.225974
0.0,524,50.980627
0.0,527,92.485092
1.0,700,96.250289
4.0,1139,102.67034
0.0,533,105.39293
2.0,825,109.921563
1.0,612,113.279455
4.0,1222,119.998711
3.0,1112,126.190164
5.0,1343,133.810813
3.0,1120,140.052549
4.0,1060,184.607288
2.0,906,189.572451
3.0,1103,195.433796
3.0,956,200.592839
8.0,1989,211.595111
2.0,801,215.75948
14.0,2040,227.084961
5.0,1416,273.375974
5.0,1159,279.767348
4.0,1057,285.574528
6.0,1627,294.465599
5.0,1238,301.221796
4.0,1084,306.922611
5.0,1190,351.997003
9.0,1949,362.770123
14.0,1613,371.619282
5.0,1241,378.385137
17.0,2366,391.465926
6.0,1543,438.813454
6.0,1386,446.305006
10.0,1508,454.366913
6.0,1604,463.026776
5.0,1273,469.726416
23.0,3256,526.088091
10.0,2068,537.401941
7.0,1497,545.352522
6.0,1378,552.544639
15.0,2338,565.365157
17.0,2636,618.839263
10.0,1866,628.75791
9.0,1735,637.946624
10.0,1503,646.043128
14.0,2016,694.890292
13.0,1915,705.256098
15.0,2348,718.073024
16.0,1898,728.284966
17.0,2554,780.211691
10.0,1994,790.496515
16.0,1725,799.25663
8.0,1539,807.12285
14.0,2127,817.703043
10.0,2006,862.672566
22.0,2862,877.248581
27.0,3232,893.368816
30.0,3238,944.784348
22.0,2554,957.284647
17.0,2415,969.543117
14.0,2420,1017.1306
20.0,2913,1032.056484
14.0,2456,1044.490126
28.0,3169,1095.519489
31.0,3426,1112.768561
26.0,3198,1163.015239
39.0,3541,1180.887644
25.0,3003,1195.927915
27.0,3245,1247.602103
28.0,2614,1260.714345
23.0,3546,1278.668191
