#{"t_start": 1724336007.1064572, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,710,9.091641
2.0,753,13.096797
5.0,1477,21.534094
3.0,860,26.350774
1.0,693,30.262612
0.0,533,33.090587
0.0,528,35.88885
2.0,817,40.472923
0.0,525,43.195169
3.0,999,48.634671
2.0,830,53.094848
0.0,523,94.532458
2.0,743,98.582416
0.0,519,101.265567
4.0,1135,107.650674
0.0,528,110.372915
5.0,1415,118.38052
3.0,1017,124.002074
10.0,1740,134.000187
1.0,719,137.88429
7.0,1814,186.866846
6.0,1365,194.436662
3.0,942,199.361128
0.0,528,202.043983
2.0,745,206.015466
0.0,540,208.690303
5.0,1402,216.207278
3.0,1026,221.742158
1.0,727,225.470285
2.0,827,268.43773
4.0,1165,274.632779
6.0,1377,282.237289
3.0,1116,288.291859
5.0,1186,294.615116
2.0,745,298.489815
3.0,869,303.104488
3.0,1042,308.548241
9.0,1518,355.677344
10.0,2184,367.789596
10.0,1820,377.81603
3.0,1030,383.372363
3.0,921,388.347902
5.0,1400,395.814331
5.0,1344,441.8987
5.0,1253,448.707964
6.0,1370,456.063279
11.0,1764,465.621222
4.0,1005,470.796825
7.0,1506,478.901703
7.0,1570,525.750862
9.0,1956,536.433468
6.0,1310,543.27822
9.0,1679,552.305938
14.0,2230,564.370202
9.0,1878,613.498526
13.0,1476,621.551672
20.0,2830,636.679428
14.0,1937,647.276048
10.0,1945,695.78266
12.0,2169,707.602017
13.0,1983,718.300946
12.0,1868,728.385073
17.0,1929,776.95939
15.0,2281,788.900195
17.0,2011,799.169954
15.0,2318,811.116705
18.0,2092,856.422637
19.0,2221,867.531123
10.0,2143,878.286919
17.0,2632,891.441374
21.0,2178,937.463505
17.0,3064,952.535398
24.0,2203,963.285311
27.0,3634,1017.357822
7.0,1417,1024.274209
18.0,2626,1037.721809
23.0,3480,1090.291552
17.0,2453,1102.701087
27.0,3117,1118.207038
34.0,4172,1173.421364
19.0,2558,1186.155922
19.0,2808,1200.189552
12.0,2216,1246.584411
16.0,1864,1255.854308
27.0,3264,1272.479948
