#{"t_start": 1724336008.0700417, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,536,7.022129
0.0,521,9.753237
0.0,532,12.499751
2.0,805,16.935077
3.0,998,22.625952
1.0,656,26.207286
1.0,632,29.630452
1.0,635,33.10941
1.0,623,36.570634
0.0,529,39.252652
5.0,1428,47.201724
1.0,708,50.901074
4.0,1206,96.468246
2.0,810,100.981395
2.0,833,105.52529
2.0,847,110.165657
0.0,537,112.938709
0.0,532,115.571366
0.0,517,118.272011
5.0,1414,126.303617
0.0,523,129.064552
2.0,809,133.622916
7.0,1700,182.044986
2.0,760,186.280552
2.0,755,190.391984
0.0,536,193.048008
4.0,1070,198.779095
5.0,1246,205.653899
6.0,1522,213.949313
3.0,1091,219.819002
0.0,539,222.530239
6.0,1600,269.774896
4.0,989,275.076576
2.0,749,279.023834
11.0,1904,289.692019
9.0,1940,300.413056
11.0,2012,311.399858
3.0,945,355.313934
20.0,2325,368.255577
5.0,1107,374.158609
7.0,1617,383.053226
5.0,1257,389.811783
15.0,2068,439.974569
14.0,2316,452.735015
6.0,1327,459.744765
15.0,2064,471.012522
6.0,1354,478.29255
8.0,1622,525.406671
9.0,1665,534.398795
17.0,2338,546.968212
8.0,1598,555.382238
11.0,2162,567.262334
16.0,1907,616.490815
13.0,1845,626.504881
19.0,2915,642.245279
16.0,2541,694.102552
13.0,2279,706.466737
17.0,2453,719.799861
17.0,2708,734.578932
25.0,2121,783.963888
10.0,1807,793.234574
14.0,2466,805.957178
28.0,3110,856.666816
22.0,2995,871.795865
12.0,2125,882.353968
6.0,1287,888.534367
17.0,2512,936.277101
16.0,2226,947.103226
13.0,1778,955.763918
19.0,2536,968.430674
18.0,2894,1018.556043
27.0,1931,1028.320215
22.0,2617,1041.603501
28.0,3114,1092.277901
24.0,2843,1106.653957
15.0,2186,1117.435108
47.0,2287,1162.944106
38.0,3344,1179.756975
22.0,3175,1195.700389
21.0,1950,1240.830383
19.0,3254,1257.294779
25.0,2647,1270.562993
