#{"t_start": 1724336007.3241723, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,722,8.946438
0.0,500,11.485571
1.0,733,15.348464
4.0,1210,22.372063
1.0,706,26.286191
2.0,829,30.871443
1.0,732,34.87678
2.0,820,39.365893
1.0,712,43.182926
5.0,1336,50.547665
0.0,524,53.3651
7.0,1654,101.548804
0.0,525,104.361956
0.0,508,107.085078
9.0,1875,117.789636
10.0,1748,127.824448
1.0,727,131.75691
0.0,512,134.483126
8.0,1504,181.695677
5.0,1339,189.235548
5.0,1403,196.943071
2.0,886,201.798515
1.0,728,205.572996
9.0,1616,214.420413
3.0,927,219.41258
2.0,818,223.784331
1.0,629,226.965748
0.0,521,268.22843
4.0,1315,275.25993
5.0,1183,281.719846
4.0,1123,287.905856
3.0,881,292.570972
11.0,1975,303.522983
10.0,1968,353.113592
7.0,1772,362.882337
6.0,1498,371.177971
8.0,2027,382.53535
6.0,1389,390.080498
9.0,2022,439.979963
8.0,1711,449.256016
7.0,1664,458.137581
10.0,1866,468.362338
21.0,2540,482.359367
16.0,2672,535.51608
7.0,1644,544.180692
7.0,1486,552.196351
14.0,2034,563.150655
9.0,1773,611.69972
7.0,1383,619.167514
8.0,1616,627.840703
27.0,2753,642.654562
9.0,1781,652.129161
11.0,2215,702.312936
21.0,3074,719.138287
12.0,1803,728.847383
16.0,2532,780.756083
14.0,2511,793.882782
10.0,2035,804.207352
23.0,2956,854.301389
17.0,2403,866.29549
20.0,2331,878.021167
24.0,2946,892.706475
30.0,2806,941.90969
19.0,2606,954.624666
14.0,2463,966.771837
16.0,2646,1015.686309
36.0,2986,1030.811871
13.0,2271,1042.373909
21.0,2721,1090.982886
7.0,1464,1098.09354
17.0,1975,1108.012738
16.0,2248,1119.059574
19.0,2722,1166.975751
18.0,2633,1180.127574
27.0,2376,1191.969068
25.0,2506,1204.519134
24.0,3123,1255.506082
35.0,2605,1268.635866
22.0,2712,1282.386697
