#{"t_start": 1724336008.3541098, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,697,7.797461
1.0,621,11.12315
2.0,832,15.621704
3.0,1026,21.356384
1.0,687,25.235128
1.0,713,29.124259
0.0,534,31.907271
2.0,813,36.492927
0.0,527,39.144048
2.0,910,44.059678
0.0,516,46.740175
1.0,726,50.520322
0.0,500,53.189908
4.0,1203,98.694663
1.0,627,102.01781
1.0,628,105.495677
1.0,711,109.37204
1.0,649,112.816063
4.0,1217,119.472071
2.0,814,123.949923
7.0,1748,133.969028
8.0,1522,181.203618
3.0,990,186.761515
8.0,1842,196.98328
0.0,524,199.758449
5.0,1414,207.555368
3.0,872,212.053153
5.0,1363,219.369924
4.0,1167,225.609227
1.0,701,267.858486
12.0,2202,280.070923
12.0,1990,291.292444
13.0,2306,304.169958
1.0,706,307.778203
4.0,1311,353.639655
7.0,1539,362.105409
7.0,1557,370.677338
14.0,2044,381.981591
12.0,1283,388.899128
7.0,1584,397.418488
9.0,1952,447.074468
7.0,1566,455.510155
10.0,2068,466.870639
13.0,2242,479.132902
6.0,1447,525.32864
17.0,2706,540.131003
12.0,2247,552.28359
7.0,1580,560.706848
15.0,2758,614.88042
16.0,2472,628.289718
10.0,1984,638.777867
27.0,2141,650.353394
24.0,2766,703.60373
21.0,2862,719.198907
13.0,2462,732.576308
16.0,2327,783.026134
14.0,2232,794.490743
21.0,3067,810.240663
12.0,1757,853.998935
15.0,1656,862.191671
18.0,2042,872.489184
10.0,1785,881.289163
15.0,1785,889.992648
12.0,1930,934.739924
22.0,2683,947.791776
13.0,1926,957.174161
12.0,2092,967.555843
7.0,1523,1010.606342
24.0,2906,1025.210229
12.0,2526,1038.118931
19.0,2589,1086.112374
33.0,3387,1103.306901
18.0,2165,1113.998164
23.0,2630,1127.204311
27.0,3503,1179.129193
13.0,1899,1188.565999
30.0,3080,1239.483342
29.0,3497,1257.12254
10.0,2037,1267.331216
12.0,2224,1278.575091
