#{"t_start": 1724336007.8511658, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,1102,10.696104
4.0,1196,17.452147
0.0,518,20.232228
0.0,513,22.996965
1.0,620,26.416342
1.0,702,30.226865
0.0,525,33.004777
0.0,528,35.738275
1.0,715,39.628523
1.0,697,43.367369
0.0,507,46.004703
4.0,1218,52.809325
1.0,723,95.391747
0.0,501,98.059788
3.0,1014,103.802802
4.0,1231,110.767388
8.0,1418,118.754801
2.0,818,123.337475
3.0,1024,129.01564
0.0,529,131.825317
1.0,627,135.175218
4.0,1206,180.650106
1.0,701,184.474
4.0,1212,191.212742
6.0,1608,200.099874
5.0,1335,207.487208
6.0,1377,214.783367
2.0,764,218.813455
1.0,652,222.170472
8.0,1807,270.612634
4.0,1243,277.304304
3.0,1008,282.776027
3.0,958,287.906562
8.0,1610,296.825166
5.0,1237,303.614483
4.0,1152,309.710251
5.0,1238,355.311199
13.0,2221,367.538076
15.0,2064,379.033199
7.0,1644,388.217509
11.0,1932,398.765648
9.0,1383,445.177352
5.0,1193,451.452229
13.0,2184,463.291167
13.0,2106,474.833189
9.0,1826,523.169699
11.0,2280,535.623141
5.0,1198,541.786691
11.0,2048,552.854755
6.0,1286,559.685452
6.0,1527,568.070213
10.0,2111,618.452724
9.0,1828,628.200128
13.0,1896,638.254741
18.0,2177,650.032726
16.0,2537,701.910739
13.0,2466,715.225227
10.0,1886,725.44325
14.0,2030,736.426056
6.0,1469,782.27785
25.0,2976,797.701312
21.0,1578,805.637569
15.0,2268,817.049621
16.0,2681,865.55354
12.0,1837,874.762704
15.0,2292,886.005527
18.0,2431,933.329214
27.0,1942,942.821656
10.0,1890,951.901997
25.0,3102,967.497035
14.0,2031,1013.122349
20.0,2799,1027.30643
10.0,1850,1036.695743
16.0,2796,1085.833651
26.0,3354,1102.889384
22.0,2965,1117.69824
92.0,1988,1127.490782
18.0,2659,1175.077024
21.0,1685,1183.364356
34.0,3575,1201.406005
24.0,3499,1254.4086
19.0,2429,1266.685067
14.0,2097,1277.210756
