#{"t_start": 1724336007.7807038, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,915,9.593814
3.0,1014,15.177523
1.0,653,18.665989
0.0,524,21.441693
0.0,525,24.26995
1.0,611,27.669084
0.0,520,30.473721
1.0,703,34.452147
0.0,508,37.214883
3.0,1026,42.883967
1.0,694,46.594497
1.0,706,50.346935
0.0,497,53.016018
1.0,621,95.079615
5.0,1410,103.064275
1.0,723,106.987989
5.0,1232,114.024407
0.0,529,116.678996
0.0,529,119.367591
1.0,620,122.682663
1.0,644,126.089663
3.0,1028,131.922431
3.0,948,137.107894
0.0,523,139.743908
3.0,858,183.138579
1.0,703,186.934939
3.0,869,191.656662
6.0,1529,200.047535
4.0,1109,206.116483
1.0,637,209.419415
5.0,1257,216.118787
3.0,935,221.220777
1.0,645,224.532314
11.0,1858,273.332706
1.0,641,276.599268
6.0,1383,284.25505
7.0,1618,293.115407
6.0,1439,301.036038
5.0,1168,307.297225
5.0,1321,353.226438
3.0,854,357.759538
7.0,1541,366.158999
5.0,1231,372.904028
12.0,1294,379.959462
4.0,1153,386.231887
8.0,1835,396.254273
14.0,2184,447.072455
10.0,1484,455.032702
21.0,1638,463.940754
8.0,1701,473.099352
7.0,1580,481.568491
26.0,1942,530.58253
11.0,2218,542.515148
13.0,2154,554.219979
7.0,1426,561.889681
4.0,1009,567.269601
7.0,1543,614.444723
16.0,1809,624.271967
8.0,1614,632.785081
15.0,1844,642.720286
12.0,2329,693.397086
23.0,2520,707.113792
10.0,1938,717.60367
15.0,2079,728.810765
22.0,2880,782.612786
7.0,1611,790.840694
21.0,2756,804.979353
14.0,2219,816.245025
17.0,1413,858.203489
14.0,2149,868.97613
17.0,2651,882.165212
13.0,2410,893.978501
27.0,2478,941.597444
20.0,3004,956.39637
13.0,1920,965.84692
19.0,2163,1012.343809
24.0,3001,1027.545321
21.0,2770,1041.638049
16.0,2583,1089.653934
18.0,2534,1102.475543
21.0,3004,1117.47132
26.0,3193,1167.818516
26.0,3451,1185.07069
28.0,3105,1200.742541
24.0,2827,1250.281774
28.0,3737,1269.248293
18.0,2489,1281.78953
