#{"t_start": 1724336008.9202578, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,1088,9.546691
4.0,1202,16.363125
2.0,829,20.936856
0.0,516,23.641976
6.0,1700,33.566073
1.0,698,37.427974
0.0,516,40.117283
3.0,935,45.101373
2.0,879,49.911108
2.0,900,93.608079
4.0,1239,100.565106
2.0,827,105.212359
4.0,1216,112.060415
0.0,519,114.75396
2.0,835,119.329104
0.0,508,122.045833
0.0,511,124.744512
1.0,651,128.166021
2.0,814,132.692686
0.0,520,135.417797
5.0,1346,181.568492
3.0,859,186.344554
6.0,1588,195.110056
2.0,741,199.044963
1.0,640,202.379242
4.0,1085,208.194343
1.0,655,211.394283
5.0,1273,218.216801
4.0,1125,224.322186
5.0,1195,269.364767
7.0,1476,277.467815
3.0,960,282.607126
11.0,1936,293.403071
0.0,525,296.049077
3.0,945,301.056363
12.0,2071,351.134455
7.0,1600,359.835201
21.0,2684,374.760112
6.0,1372,382.286248
4.0,1053,387.963027
5.0,1324,395.038293
7.0,1533,442.280567
9.0,2074,453.635745
12.0,1715,462.905953
12.0,2122,474.428761
24.0,2848,528.41686
10.0,2018,539.287531
6.0,1391,546.617648
10.0,2185,558.35289
11.0,2044,608.372514
12.0,2189,620.548143
25.0,2872,635.991318
13.0,2287,648.393567
14.0,2249,698.764646
12.0,1795,708.400707
4.0,1021,713.701305
21.0,2852,729.219244
15.0,2292,779.723199
9.0,1978,789.919119
8.0,1659,798.240586
18.0,2444,810.829405
10.0,2007,855.771912
17.0,2542,868.575668
15.0,2091,878.97131
20.0,2156,889.646879
16.0,2870,939.151443
16.0,2745,952.552159
20.0,2344,964.097789
25.0,3152,1015.680134
24.0,3138,1031.770168
20.0,2899,1046.462239
19.0,3195,1097.690753
18.0,3185,1113.711018
9.0,1918,1123.045864
21.0,2548,1170.021769
29.0,3331,1186.747282
38.0,3270,1238.648494
41.0,3756,1257.755494
38.0,4043,1278.378977
