#{"t_start": 1724336007.2545958, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,1083,11.228842
3.0,930,16.412835
1.0,651,19.915957
1.0,619,23.315307
1.0,624,26.810172
2.0,826,31.369965
2.0,813,35.979191
2.0,882,40.9827
0.0,534,43.680958
0.0,533,46.311579
2.0,822,50.645224
3.0,994,95.011338
0.0,524,97.773562
2.0,907,102.915027
1.0,631,106.372308
4.0,1212,113.237889
4.0,1138,119.486228
3.0,1008,125.096712
3.0,889,129.973058
5.0,1408,138.065415
6.0,1588,185.800633
3.0,879,190.615149
6.0,1475,198.608021
5.0,1188,205.187788
4.0,1119,211.296982
2.0,813,215.49572
2.0,847,219.917982
1.0,651,223.290627
4.0,1088,267.593188
5.0,1154,273.786413
5.0,1254,280.639686
5.0,1231,287.429965
4.0,1216,294.047498
4.0,1061,299.712798
4.0,1133,305.691586
3.0,1048,311.103106
4.0,1135,356.051523
12.0,2128,367.788677
7.0,1654,376.830509
4.0,1134,382.974307
1.0,621,386.255577
3.0,1023,391.638468
9.0,2052,441.778147
3.0,857,446.363315
13.0,2222,458.372323
9.0,2104,469.931037
9.0,1970,480.673403
9.0,1842,529.17869
5.0,1188,535.470531
9.0,1733,544.745718
4.0,993,549.950175
8.0,1774,559.497808
7.0,1497,567.643869
12.0,2307,619.1135
19.0,2157,630.651668
13.0,1952,641.153438
19.0,2626,693.514916
18.0,2050,704.659976
24.0,2766,719.714355
30.0,3035,736.327494
26.0,2137,785.781113
41.0,2465,798.464706
21.0,3170,814.678442
18.0,2487,862.109416
20.0,2178,873.18268
27.0,2980,888.06162
15.0,2576,936.269419
23.0,2572,948.748922
23.0,3038,963.852676
13.0,2232,1010.648677
18.0,2850,1025.097659
22.0,2566,1038.236237
24.0,3112,1088.933282
14.0,2561,1101.80649
28.0,3473,1119.287099
19.0,2966,1168.54491
27.0,3114,1184.146039
20.0,2511,1196.663556
27.0,2407,1244.092051
18.0,3230,1260.394294
22.0,2111,1270.904667
