#{"t_start": 1724336008.6362092, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,798,8.165247
4.0,1196,14.92026
0.0,519,17.656358
2.0,808,22.144351
0.0,528,24.990742
0.0,537,27.775054
0.0,527,30.606017
0.0,532,33.380073
0.0,516,36.043856
1.0,710,39.88301
2.0,903,44.81492
3.0,993,50.345483
0.0,516,91.78573
0.0,536,94.514889
0.0,532,97.234569
0.0,525,99.990436
2.0,829,104.536518
1.0,635,107.899326
0.0,529,110.659623
0.0,539,113.447694
2.0,839,117.84484
2.0,939,123.023534
1.0,727,126.898468
1.0,631,130.252822
0.0,539,133.030821
3.0,1036,138.678977
6.0,1339,184.935708
3.0,1031,190.563591
8.0,1213,197.017067
1.0,699,200.826657
4.0,1204,207.491694
4.0,1204,213.935048
1.0,700,217.580799
4.0,1241,224.288369
1.0,628,266.09673
5.0,1438,273.816073
7.0,1580,282.570971
4.0,1241,289.333814
6.0,1395,296.922736
4.0,1123,302.983306
6.0,1491,310.885752
11.0,2239,362.180835
12.0,1763,371.917919
3.0,936,376.916273
7.0,1724,386.540015
6.0,1539,394.682046
7.0,1566,442.10061
6.0,1286,448.99863
6.0,1513,457.151183
6.0,1288,464.129479
4.0,993,469.31387
15.0,2399,482.617909
7.0,1569,529.331041
10.0,2016,540.200951
9.0,1974,550.820247
24.0,2322,563.370688
10.0,2017,613.295114
13.0,2013,624.19318
18.0,2414,637.175122
15.0,2408,650.147021
13.0,2227,700.292826
19.0,1740,709.555805
8.0,1622,718.312644
12.0,1907,728.651919
22.0,2223,778.725946
10.0,1519,786.693263
16.0,2423,799.064655
15.0,2650,812.675291
20.0,2399,859.708963
18.0,2516,872.438649
24.0,2939,886.99516
21.0,1651,930.388627
22.0,2709,943.752359
9.0,1868,952.828654
18.0,2900,967.366857
25.0,2758,1016.807398
14.0,2841,1031.286171
45.0,2641,1044.609688
22.0,2666,1093.031274
33.0,2826,1107.438913
30.0,3566,1125.123638
19.0,2098,1169.887111
21.0,2498,1182.291447
18.0,2234,1193.425965
16.0,1797,1202.359489
30.0,3374,1254.764679
28.0,3088,1270.456397
10.0,2013,1280.489067
