#{"t_start": 1724336007.4917462, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,524,7.656347
0.0,517,10.319731
0.0,533,13.066695
2.0,822,17.502585
2.0,814,22.023192
0.0,520,24.751976
4.0,1121,31.270186
6.0,1102,37.666896
0.0,517,40.429223
1.0,651,43.805885
4.0,1213,50.415021
0.0,515,53.158854
9.0,1734,101.806434
5.0,1410,109.962658
1.0,617,113.30716
1.0,686,117.015108
2.0,833,121.462421
0.0,521,124.189728
3.0,1039,129.910956
1.0,640,133.342281
1.0,700,137.176587
4.0,1198,182.590201
4.0,1063,188.597795
5.0,1235,195.409514
5.0,1296,202.452151
3.0,1107,208.384394
10.0,1756,217.861635
1.0,717,221.713114
0.0,528,224.355265
3.0,1020,268.387149
6.0,1469,276.410591
7.0,1595,285.261023
9.0,1526,293.698036
3.0,936,298.734656
3.0,951,303.675879
10.0,1572,312.158483
6.0,1378,358.534137
9.0,2057,369.945882
7.0,1703,379.376733
5.0,1167,385.707976
5.0,1253,392.311961
5.0,1179,398.595143
14.0,1632,446.306551
9.0,1918,456.61312
8.0,1219,463.057771
11.0,2312,475.660242
11.0,2044,525.156981
11.0,2146,536.896484
6.0,1457,544.517317
12.0,1915,554.70317
12.0,1971,565.422346
12.0,1799,614.013611
10.0,1964,624.728941
15.0,2730,639.415355
23.0,1762,648.872681
34.0,3580,706.6045
14.0,1546,714.865514
21.0,2756,729.78037
14.0,2207,779.739048
10.0,1839,789.318755
15.0,1700,797.905365
27.0,2702,811.797632
16.0,1925,856.256009
19.0,2111,866.849709
20.0,2513,879.506032
19.0,2698,892.903347
27.0,3207,944.205946
21.0,2749,957.706764
19.0,2643,971.029206
9.0,1847,1015.606787
30.0,1911,1025.051946
22.0,3022,1040.598692
32.0,2237,1086.779207
15.0,2567,1099.770832
30.0,3040,1115.024879
15.0,2175,1125.767404
25.0,2182,1170.920344
26.0,3271,1187.388843
27.0,3323,1204.166455
17.0,2446,1251.725318
39.0,2913,1266.423531
13.0,1984,1276.317883
