#{"t_start": 1724336007.6378589, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,520,7.517505
1.0,631,10.744218
0.0,515,13.449854
0.0,515,16.138511
0.0,525,18.931282
3.0,963,24.405394
2.0,918,29.622057
1.0,642,33.065599
2.0,753,37.28312
7.0,1812,47.52712
0.0,516,50.093374
0.0,516,52.837819
0.0,510,94.212116
1.0,638,97.533122
2.0,825,102.077724
4.0,1130,108.479415
6.0,1524,117.070847
8.0,1906,128.071654
4.0,1118,134.4855
2.0,847,139.031367
6.0,1412,185.629499
11.0,1886,196.117524
0.0,521,198.756217
2.0,900,203.704728
5.0,1412,211.408902
12.0,2110,223.081545
4.0,1208,268.128873
15.0,2220,280.528846
9.0,1636,289.628105
6.0,1263,296.366992
2.0,832,300.789435
3.0,852,305.344667
9.0,1606,352.875282
5.0,1246,359.647321
9.0,1636,368.633309
14.0,2404,382.084096
3.0,922,387.121095
6.0,1640,395.88851
8.0,1843,444.897859
7.0,1654,453.795342
10.0,1527,461.929059
6.0,1359,469.263587
4.0,1081,475.03745
6.0,1295,481.920421
11.0,2302,532.884728
12.0,1215,539.316791
8.0,1753,548.677842
12.0,2506,562.280343
11.0,1948,611.710102
22.0,1879,622.011923
17.0,2408,634.842623
10.0,2127,646.449951
20.0,2732,699.420197
8.0,1650,708.225479
22.0,2700,723.013333
12.0,1845,732.905078
16.0,2377,783.665332
14.0,1943,793.739568
17.0,2532,806.738048
17.0,2466,854.224077
22.0,2847,868.624803
18.0,3062,883.907728
10.0,2210,894.804215
14.0,2426,942.144736
19.0,2767,955.740264
16.0,2651,969.010656
27.0,2535,1017.231139
17.0,1941,1026.895935
18.0,2473,1039.50345
19.0,2093,1049.87272
27.0,3375,1102.086231
33.0,2293,1113.500924
30.0,2418,1125.40943
29.0,3626,1177.946071
10.0,1879,1187.33082
22.0,2452,1199.63691
13.0,2346,1246.760375
28.0,3108,1262.456779
31.0,3565,1280.520096
