#{"t_start": 1724336006.824102, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,525,8.24835
2.0,749,12.349225
1.0,706,16.163708
1.0,709,19.99636
3.0,1124,26.312206
1.0,699,30.224683
0.0,532,33.007102
0.0,522,35.742701
4.0,1210,42.678495
0.0,525,45.274106
0.0,536,47.960178
0.0,539,50.62501
1.0,702,54.455822
0.0,536,95.908191
0.0,541,98.653884
0.0,520,101.41756
0.0,520,104.227177
0.0,517,106.999136
1.0,656,110.473492
0.0,521,113.236038
1.0,718,117.004951
5.0,1498,125.551167
0.0,508,128.216483
1.0,719,132.107334
1.0,623,135.515703
4.0,1121,141.737958
1.0,720,184.301042
0.0,533,187.070316
3.0,1106,193.138646
10.0,1715,202.718939
2.0,741,206.645817
7.0,1564,215.125289
2.0,900,219.936935
3.0,1032,225.508352
1.0,636,267.299097
4.0,1143,273.375973
3.0,927,278.371843
9.0,1351,285.775696
2.0,753,289.779895
10.0,1794,299.747308
3.0,930,304.661822
4.0,1063,310.157509
4.0,1086,354.825893
7.0,1623,363.76957
5.0,1205,370.2407
15.0,2054,381.596046
14.0,1584,390.302201
7.0,1466,398.209013
9.0,1959,447.752305
5.0,1269,454.467462
8.0,1207,460.856172
18.0,2620,475.35487
3.0,877,479.902377
7.0,1411,525.847842
17.0,2462,539.386853
18.0,2424,552.496444
16.0,2500,566.138582
12.0,2494,618.842284
11.0,2093,630.186472
10.0,2229,642.155455
13.0,2167,653.932123
18.0,2287,704.405383
18.0,2752,719.374349
17.0,2226,731.441957
12.0,2266,781.832569
29.0,3543,800.255721
21.0,2713,814.210023
17.0,2730,862.840743
17.0,2414,875.047492
13.0,2400,886.872201
19.0,2632,935.374832
30.0,2937,949.830073
16.0,2364,961.43838
31.0,3262,1013.516591
18.0,2656,1026.841741
27.0,3402,1044.249475
20.0,2736,1093.054911
24.0,2817,1107.389776
27.0,3218,1123.37924
14.0,2583,1170.72558
31.0,3570,1188.579643
12.0,1723,1197.064218
26.0,3076,1247.945787
36.0,2618,1261.15667
30.0,3482,1278.898038
