#{"t_start": 1724336006.6787167, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,519,8.338014
3.0,1090,14.518517
2.0,883,19.477096
0.0,536,22.222219
2.0,815,26.803158
1.0,733,30.842478
1.0,680,34.636625
0.0,501,37.322507
0.0,525,40.055282
3.0,1102,46.236421
3.0,1108,52.251688
3.0,1022,96.690265
1.0,625,100.095933
3.0,929,105.303627
1.0,635,108.757474
1.0,637,112.151916
0.0,529,114.888041
2.0,810,119.244878
1.0,716,123.081247
3.0,1022,128.814514
2.0,827,133.42567
4.0,1054,139.294539
1.0,641,142.611195
5.0,1162,187.883493
3.0,1016,193.44038
5.0,1312,200.586494
12.0,2064,212.221211
8.0,1690,221.550354
5.0,1418,267.905663
2.0,827,272.228916
11.0,1836,282.434733
4.0,1151,288.684013
1.0,660,292.040205
5.0,1313,299.242833
4.0,1072,304.955857
4.0,1041,310.431163
15.0,2228,361.526853
12.0,1879,371.865182
7.0,1728,381.3598
5.0,1344,388.842641
7.0,1681,397.867373
12.0,2031,447.924448
10.0,1604,456.437424
12.0,1215,462.958992
10.0,1567,471.436257
7.0,1522,479.666497
8.0,1725,527.353903
9.0,1909,537.696999
13.0,2112,549.095056
12.0,2198,561.000334
13.0,1489,569.090563
15.0,2245,620.194565
8.0,1711,629.313138
24.0,2600,643.396699
8.0,1790,653.054534
22.0,3036,707.641547
8.0,1889,717.752281
22.0,2942,733.801123
7.0,1649,780.696051
14.0,2052,791.285626
25.0,3238,808.070493
19.0,2163,818.893598
21.0,2807,868.067206
16.0,2363,879.865115
22.0,1794,888.607462
30.0,2990,938.806813
23.0,2743,952.166537
17.0,2287,963.286427
22.0,2308,1010.58084
18.0,2140,1021.215686
25.0,2070,1031.627377
24.0,2902,1046.381403
15.0,2606,1094.472343
14.0,2235,1105.780729
19.0,2816,1119.752291
11.0,2250,1165.093901
24.0,2738,1178.874775
23.0,3831,1198.276891
14.0,2752,1247.382368
24.0,1828,1256.433008
25.0,2601,1269.570168
12.0,1906,1279.09043
