#{"t_start": 1724336007.9955356, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,710,8.21701
0.0,525,10.871583
0.0,528,13.556464
1.0,708,17.443892
2.0,820,22.081215
4.0,1204,29.031501
2.0,840,33.732921
4.0,1048,39.67197
1.0,696,43.441798
4.0,1193,50.010548
6.0,1520,97.441277
2.0,817,101.970336
1.0,723,105.84515
2.0,812,110.342181
12.0,2048,122.129531
2.0,747,126.201629
4.0,1151,132.671959
3.0,1026,138.429832
1.0,641,180.432104
4.0,1143,186.887409
5.0,1221,193.646036
2.0,892,198.370584
10.0,2126,210.427156
3.0,955,215.376205
4.0,1223,222.078032
1.0,720,225.760113
11.0,2008,275.480384
7.0,1805,285.529902
5.0,1279,292.474149
5.0,1174,298.867814
5.0,1190,305.234708
6.0,1386,312.549248
3.0,1087,357.264864
5.0,1181,363.623862
7.0,1703,372.962586
12.0,2112,384.845704
7.0,1646,393.703135
10.0,1768,442.376214
7.0,1585,450.862207
15.0,2313,463.606222
13.0,2078,474.883468
9.0,1720,522.513775
11.0,2214,534.679908
8.0,1586,543.076378
10.0,2114,554.444313
13.0,2092,565.931273
12.0,2293,617.306805
12.0,1715,626.550295
16.0,3057,643.03397
16.0,1929,691.465178
9.0,1325,698.58504
6.0,1251,705.199006
9.0,1747,714.547841
21.0,2820,729.955877
18.0,2436,781.27814
15.0,1702,790.003819
26.0,2027,800.330861
14.0,2141,811.232872
8.0,1477,818.387359
19.0,3162,869.54294
25.0,1762,878.186823
15.0,2621,891.157199
29.0,1725,934.927395
25.0,2704,948.102695
27.0,3246,964.234034
22.0,2598,1012.935204
12.0,2212,1024.022176
30.0,3215,1040.576638
16.0,2028,1050.500725
22.0,3063,1101.242352
19.0,2926,1115.86099
20.0,2508,1162.545347
33.0,2956,1177.448361
19.0,2876,1191.926931
16.0,2150,1202.697967
19.0,2341,1249.807808
15.0,2626,1263.053458
