#{"t_start": 1724336008.708694, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,623,7.069706
1.0,621,10.407166
0.0,515,13.091702
0.0,527,15.793801
0.0,516,18.519228
0.0,507,21.244542
1.0,687,25.155076
0.0,516,27.871447
2.0,903,32.912872
3.0,1112,39.186745
1.0,618,42.523196
2.0,818,46.853162
1.0,702,50.635366
1.0,714,93.18564
2.0,810,97.674144
3.0,1110,103.880654
1.0,700,107.771679
2.0,916,112.914177
2.0,825,117.269861
4.0,1128,123.708496
1.0,641,127.133572
4.0,1130,133.450891
8.0,1506,180.662336
9.0,1534,189.454418
5.0,1323,196.58014
9.0,1558,205.241752
2.0,802,209.509495
4.0,1199,215.844026
2.0,840,220.377303
4.0,1309,266.033049
3.0,887,270.68281
6.0,1464,278.616961
4.0,983,284.006405
4.0,1054,289.726621
3.0,1029,295.137965
5.0,1280,302.053728
9.0,2056,352.120828
6.0,1384,359.544951
6.0,1409,367.26391
3.0,863,371.817106
7.0,1660,380.991629
6.0,1303,388.162398
4.0,1053,393.565275
7.0,1013,437.80846
6.0,1294,444.845539
12.0,2094,456.150003
8.0,2000,467.174571
3.0,891,471.704549
4.0,1131,477.690222
11.0,2234,528.316344
18.0,2596,542.322004
6.0,1457,550.18679
13.0,2665,564.67709
9.0,1786,613.3177
9.0,1744,622.769413
17.0,1919,632.936063
11.0,2159,644.605483
6.0,1323,651.475547
14.0,2226,701.595764
7.0,1506,709.532207
14.0,2112,721.116213
13.0,2424,734.259975
16.0,2289,784.603109
10.0,2133,795.486668
14.0,2566,808.652233
14.0,2325,855.265966
23.0,2726,869.147123
18.0,2818,883.148001
21.0,2160,893.806944
20.0,2847,943.28948
19.0,2892,957.539411
29.0,2766,971.601923
17.0,2567,1019.864925
21.0,2322,1031.6747
26.0,2307,1043.284706
13.0,1999,1088.285898
17.0,2446,1100.600744
10.0,1806,1109.597568
29.0,3290,1126.039396
25.0,3078,1175.753125
36.0,1867,1184.990796
22.0,2679,1198.367243
18.0,2652,1247.080259
22.0,2375,1258.976032
27.0,2724,1272.74973
