#{"t_start": 1724336007.1799552, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,631,8.581332
1.0,634,11.917983
5.0,1339,19.470751
3.0,1092,25.723994
3.0,1000,31.476783
2.0,902,36.61894
1.0,698,40.474878
2.0,816,44.869688
5.0,1354,52.432315
14.0,1867,101.990201
4.0,1209,108.837015
0.0,512,111.550866
0.0,543,114.337093
1.0,645,117.615971
1.0,704,121.39619
2.0,839,125.999561
3.0,990,131.615343
1.0,693,135.474253
4.0,1226,180.925733
1.0,629,184.341063
3.0,1088,190.440935
1.0,649,193.782194
8.0,1718,203.397913
3.0,885,208.069504
6.0,1525,216.257478
5.0,1414,224.133195
5.0,1415,270.383318
5.0,1247,277.183424
9.0,1981,288.385645
3.0,867,293.051774
6.0,1454,301.056597
6.0,1510,309.211772
4.0,1132,354.142206
5.0,1361,361.492018
6.0,1252,368.257857
13.0,1861,378.519872
1.0,653,381.821621
13.0,1404,389.630851
5.0,1140,395.628938
3.0,952,439.504492
14.0,2029,450.622763
5.0,1097,456.457012
8.0,1761,466.083936
6.0,1518,474.220737
9.0,1791,484.015941
13.0,2432,535.780312
12.0,1727,544.909398
15.0,2512,558.519723
29.0,1938,607.880684
11.0,2213,620.112222
13.0,1891,630.204334
8.0,1785,639.651611
27.0,2768,692.738226
13.0,2021,703.798567
17.0,1990,714.53824
13.0,2631,728.854821
20.0,2472,780.330213
21.0,2556,793.646622
23.0,3118,809.720423
10.0,1791,818.523339
11.0,2146,864.225872
18.0,2431,876.454845
8.0,1746,885.067811
14.0,2435,932.397855
21.0,2317,943.846001
30.0,1961,953.358352
9.0,2047,963.256356
28.0,3200,1015.111336
23.0,2699,1028.767217
25.0,2614,1042.108868
19.0,2554,1089.893156
7.0,1437,1096.967053
9.0,1724,1105.590657
27.0,3060,1120.797834
17.0,1989,1164.876398
14.0,2585,1177.729851
20.0,2939,1192.526041
13.0,1880,1201.867463
13.0,2091,1247.565069
39.0,2253,1258.828728
24.0,2495,1271.35429
