#{"t_start": 1724336014.221367, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,818,8.30742
4.0,1136,14.616119
0.0,533,17.356314
0.0,507,20.117371
0.0,515,22.913129
0.0,515,25.626351
2.0,816,30.116181
4.0,1202,36.84363
0.0,534,39.617062
2.0,809,43.940364
1.0,714,47.82324
0.0,543,50.65899
1.0,724,54.56637
1.0,647,58.077325
0.0,527,61.02504
0.0,516,63.880363
0.0,525,66.688227
2.0,805,71.386926
1.0,649,74.894249
0.0,517,77.66565
2.0,842,82.45532
0.0,532,85.320947
2.0,759,89.448071
4.0,1102,95.875044
2.0,914,101.035583
0.0,543,103.84057
0.0,523,106.711717
0.0,522,109.492414
1.0,739,113.586948
0.0,500,116.431808
0.0,518,119.197487
2.0,761,123.578987
0.0,530,126.450438
4.0,1218,133.316425
0.0,515,136.25548
2.0,821,140.955302
0.0,531,143.73764
1.0,689,147.711731
0.0,528,150.580787
2.0,822,155.260828
0.0,518,158.204888
6.0,1492,167.08157
0.0,520,170.03851
0.0,522,172.993176
0.0,523,175.851492
1.0,696,179.676769
1.0,651,183.226997
0.0,521,186.01376
0.0,535,188.868988
0.0,535,191.711808
3.0,895,196.788912
0.0,520,199.573682
0.0,532,202.348217
0.0,516,205.262203
0.0,529,208.142946
0.0,535,210.857387
1.0,707,214.839957
0.0,524,217.690695
1.0,644,221.214047
1.0,621,224.763525
0.0,520,227.572871
0.0,518,230.464131
1.0,683,234.302771
0.0,523,237.124972
1.0,636,240.699717
3.0,1102,247.112911
0.0,495,249.878032
0.0,524,252.766726
2.0,805,257.257651
3.0,943,262.738354
3.0,1020,268.49895
0.0,504,271.280873
0.0,532,274.137883
1.0,707,278.129702
0.0,539,281.010905
1.0,731,284.942149
1.0,653,288.267062
5.0,1310,295.809536
0.0,508,298.585399
2.0,894,303.735628
0.0,517,306.371269
1.0,696,310.330686
2.0,895,315.378319
2.0,813,319.98662
1.0,634,323.499575
4.0,1193,330.371651
0.0,517,333.134772
2.0,777,337.507295
3.0,1114,343.83951
2.0,814,348.252013
4.0,1129,354.718279
1.0,725,358.697336
4.0,1200,365.623257
2.0,755,369.571197
4.0,1202,376.427566
4.0,1108,382.666683
0.0,519,385.411775
0.0,516,388.232243
0.0,536,391.032124
0.0,515,393.937079
5.0,1338,401.712121
0.0,528,404.56621
0.0,528,407.42922
0.0,524,410.301292
1.0,645,413.841115
0.0,540,416.726295
3.0,932,422.080431
0.0,536,424.969739
10.0,1832,435.628551
0.0,535,438.404735
3.0,986,444.08
2.0,911,449.188699
3.0,1018,454.960325
1.0,711,458.89395
0.0,491,461.622298
1.0,707,465.348423
0.0,523,467.964956
4.0,1132,474.253943
5.0,1242,481.693833
11.0,1091,488.167671
5.0,1187,495.067882
0.0,525,497.925448
0.0,539,500.719743
0.0,521,503.5597
0.0,543,506.413377
0.0,516,509.306155
1.0,705,513.116486
5.0,1418,520.996016
4.0,1129,527.356045
3.0,1010,533.135174
4.0,1133,539.5546
2.0,830,544.054596
2.0,807,548.437469
0.0,513,551.180229
1.0,636,554.583251
0.0,532,557.388151
5.0,1422,565.687965
0.0,520,568.455851
2.0,809,573.229515
0.0,512,576.020877
0.0,499,578.701365
1.0,701,582.677196
0.0,532,585.503898
2.0,818,589.865219
0.0,526,592.7461
0.0,534,595.60255
0.0,516,598.425981
2.0,902,603.462096
0.0,540,606.25416
11.0,1095,612.520959
0.0,528,615.3095
5.0,1321,622.944548
0.0,506,625.652905
0.0,509,628.345885
0.0,543,631.099393
7.0,1007,636.67209
0.0,520,639.317223
0.0,532,642.173406
7.0,1007,647.971743
9.0,1620,657.587135
0.0,517,660.39332
1.0,719,664.360928
0.0,529,667.017617
2.0,830,671.652456
4.0,1296,678.840466
0.0,527,681.66232
1.0,633,685.229518
0.0,537,687.913279
1.0,723,691.867592
1.0,632,695.185931
1.0,651,698.59429
4.0,1081,704.613678
0.0,520,707.391359
0.0,520,710.179977
0.0,541,712.98148
0.0,543,715.750783
0.0,541,718.518098
0.0,531,721.324116
2.0,919,726.315155
0.0,517,729.02401
0.0,541,731.909638
9.0,1628,741.295331
9.0,1644,750.591218
1.0,706,754.343659
9.0,1628,763.555514
