#{"t_start": 1724336014.5087504, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,508,6.301799
0.0,533,8.95364
1.0,709,12.722208
0.0,536,15.536608
4.0,1144,21.910646
0.0,515,24.702098
1.0,641,28.131093
2.0,822,32.576563
1.0,652,36.000464
0.0,531,38.737727
2.0,814,43.182148
0.0,521,45.908672
0.0,515,48.724946
0.0,516,51.448353
1.0,634,54.877927
1.0,699,58.829648
0.0,543,61.803545
4.0,1208,68.922229
6.0,1496,77.63918
0.0,541,80.564629
0.0,516,83.395055
1.0,641,86.91719
1.0,632,90.413937
0.0,515,93.198634
2.0,813,97.858698
1.0,608,101.331266
0.0,524,104.132642
0.0,505,106.970145
0.0,526,109.813629
2.0,830,114.582398
0.0,493,117.400644
1.0,619,120.891664
0.0,520,123.77076
2.0,757,128.063969
0.0,532,130.858226
2.0,747,134.905878
0.0,509,137.73821
1.0,724,141.716619
0.0,527,144.507441
2.0,751,148.875904
0.0,509,151.704579
0.0,527,154.561275
2.0,769,158.992364
0.0,520,161.848027
0.0,528,164.687363
0.0,509,167.570289
0.0,526,170.535235
0.0,540,173.490721
3.0,998,179.276124
5.0,1290,186.905633
0.0,535,189.715026
2.0,759,194.018442
0.0,515,196.873599
7.0,1686,206.860827
0.0,539,209.673192
8.0,1790,220.31748
0.0,522,223.242553
5.0,1413,231.511419
0.0,527,234.318122
0.0,516,237.146846
0.0,516,239.982801
0.0,528,242.874891
0.0,524,245.680306
1.0,695,249.741867
0.0,539,252.610139
2.0,814,257.101017
1.0,635,260.607318
0.0,527,263.447615
4.0,1276,270.958609
2.0,830,275.689337
0.0,520,278.552071
5.0,1418,286.687314
0.0,528,289.448073
2.0,822,293.890198
0.0,490,296.48722
0.0,520,299.242015
1.0,629,302.759964
0.0,490,305.417219
3.0,1009,311.256541
3.0,1002,316.938281
0.0,515,319.781031
1.0,703,323.785324
3.0,1028,329.604314
2.0,826,334.261811
1.0,644,337.848688
1.0,707,341.770055
2.0,897,346.687984
4.0,1198,353.452035
7.0,1458,361.864414
3.0,1010,367.534656
6.0,1439,375.702263
4.0,1131,381.979068
2.0,739,386.104784
3.0,1106,392.348541
0.0,539,395.359958
7.0,1694,405.231969
0.0,532,408.10068
5.0,1414,416.541868
0.0,503,419.28828
1.0,720,423.371446
1.0,655,426.983611
13.0,1920,438.219858
2.0,804,442.731576
3.0,927,448.010047
0.0,543,450.860157
4.0,1132,457.409734
4.0,1055,463.431274
0.0,521,466.110333
0.0,523,468.738212
2.0,816,473.174496
4.0,1073,479.598626
0.0,524,482.459707
1.0,660,486.117152
2.0,822,490.737269
0.0,508,493.590862
0.0,528,496.384314
1.0,702,500.35382
1.0,644,503.884728
1.0,628,507.474908
0.0,528,510.265289
3.0,1007,515.94976
4.0,1198,522.715203
7.0,1019,528.372778
0.0,540,531.194957
0.0,514,533.99938
3.0,991,539.639475
4.0,1205,546.39249
0.0,523,549.179021
0.0,502,551.796673
3.0,1024,557.503277
0.0,519,560.307059
0.0,533,563.195374
5.0,1422,571.600635
2.0,759,575.914997
2.0,809,580.522791
0.0,538,583.385676
0.0,533,586.148412
2.0,803,590.50579
0.0,530,593.391876
2.0,829,598.034941
5.0,1422,606.161604
5.0,1320,613.829236
0.0,519,616.572033
0.0,516,619.349592
4.0,1200,626.177641
9.0,1628,635.502067
2.0,751,639.532225
0.0,529,642.398826
7.0,1021,648.227753
0.0,540,651.106811
2.0,826,655.696972
0.0,537,658.511231
0.0,528,661.29038
0.0,512,664.047457
4.0,1197,670.773699
4.0,1276,678.006516
0.0,541,680.786758
9.0,1640,690.265838
9.0,1624,699.539101
3.0,1018,705.189026
0.0,529,707.968683
0.0,528,710.741737
0.0,531,713.531815
0.0,520,716.305238
1.0,651,719.774188
9.0,1624,729.027069
2.0,759,733.381887
0.0,529,736.174592
2.0,828,740.749583
2.0,827,745.333184
1.0,727,749.157341
2.0,835,753.639465
1.0,723,757.350949
3.0,951,762.606616
