#{"t_start": 1724336013.997212, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
9.0,1526,12.72632
0.0,539,15.544369
8.0,1506,24.220958
3.0,1030,29.969836
2.0,804,34.415226
3.0,1017,40.092958
4.0,1204,46.76948
0.0,525,49.540678
5.0,1340,57.283155
0.0,536,60.245942
0.0,539,63.155544
3.0,1000,69.021605
0.0,523,71.908419
0.0,527,74.754259
2.0,822,79.400695
4.0,1119,86.027576
2.0,757,90.165612
0.0,517,93.07183
0.0,513,95.795166
2.0,823,100.422568
4.0,1099,106.801316
0.0,500,109.585849
1.0,628,113.10426
1.0,621,116.711284
1.0,692,120.69943
2.0,812,125.421771
0.0,536,128.288019
0.0,539,131.090666
0.0,502,133.648678
0.0,535,136.585802
1.0,683,140.464473
3.0,1018,146.348452
0.0,526,149.220482
0.0,521,152.056165
3.0,1018,158.046453
5.0,1284,165.724829
0.0,506,168.599088
0.0,542,171.563323
4.0,1216,178.719223
0.0,535,181.581623
0.0,516,184.45471
1.0,700,188.331608
1.0,697,192.253072
0.0,515,195.123007
0.0,535,197.962476
2.0,915,203.153035
2.0,826,207.887892
0.0,521,210.597936
0.0,527,213.288322
1.0,627,216.837558
1.0,644,220.373595
0.0,520,223.288125
3.0,1014,229.179047
2.0,758,233.430732
0.0,521,236.281954
1.0,635,239.854433
2.0,757,244.12611
4.0,1198,251.183067
0.0,517,253.957727
2.0,813,258.472781
0.0,528,261.303915
0.0,519,264.187277
1.0,649,267.641029
0.0,500,270.408101
5.0,1290,278.064477
0.0,521,280.967978
3.0,1098,287.105303
0.0,523,289.779612
2.0,822,294.231804
1.0,612,297.572343
3.0,1003,303.329412
0.0,493,305.992576
2.0,811,310.642187
4.0,1114,317.089536
0.0,527,319.918752
0.0,520,322.810328
5.0,1404,331.07863
4.0,1146,337.812708
2.0,896,342.905428
2.0,823,347.399302
6.0,1513,356.198723
3.0,995,361.8615
1.0,710,365.753032
7.0,1706,375.598934
3.0,1012,381.22106
1.0,627,384.571968
0.0,519,387.385998
1.0,630,390.845924
1.0,718,394.947118
0.0,539,397.785572
0.0,516,400.549814
0.0,531,403.427992
0.0,523,406.23624
0.0,531,409.122942
0.0,517,411.949786
2.0,833,416.813788
2.0,820,421.430775
0.0,528,424.357196
0.0,530,427.231171
0.0,528,430.095661
7.0,1640,439.635951
3.0,1008,445.408773
0.0,504,448.124748
1.0,651,451.673841
0.0,535,454.417817
0.0,535,457.264711
0.0,518,460.214393
3.0,1092,466.193431
8.0,1514,474.66742
0.0,530,477.579289
5.0,1171,484.52695
1.0,619,488.137051
3.0,939,493.496461
2.0,821,498.212058
5.0,1187,505.053164
0.0,521,507.973657
2.0,834,512.603349
0.0,537,515.349603
4.0,1212,522.1336
2.0,803,526.595805
0.0,523,529.221805
2.0,830,533.876386
6.0,1514,542.681622
2.0,791,547.069148
0.0,528,549.850315
3.0,1029,555.548839
0.0,535,558.327917
0.0,524,561.147141
0.0,536,564.001123
2.0,809,568.620954
0.0,519,571.437562
5.0,1398,579.743093
0.0,523,582.518902
3.0,1001,588.246014
5.0,1423,596.461472
5.0,1422,604.629752
0.0,536,607.429612
5.0,1422,615.587467
0.0,532,618.267375
0.0,532,621.080976
1.0,737,625.083115
0.0,536,627.771963
0.0,507,630.494228
9.0,1628,639.652215
0.0,516,642.516785
0.0,523,645.293226
0.0,528,648.160041
0.0,532,651.077197
1.0,635,654.506945
9.0,1616,663.945063
3.0,899,668.84754
0.0,516,671.669102
0.0,539,674.483687
0.0,531,677.195807
0.0,527,679.800511
0.0,527,682.747145
0.0,539,685.556359
0.0,519,688.248062
1.0,648,691.733019
1.0,623,695.029964
0.0,531,697.722652
3.0,1022,703.349578
0.0,515,706.165751
0.0,531,708.936082
0.0,517,711.704771
0.0,537,714.502749
5.0,1426,722.645919
0.0,517,725.331694
5.0,1410,733.479602
0.0,537,736.28505
9.0,1616,745.598995
9.0,1624,754.781712
0.0,537,757.391813
4.0,1066,763.327047
0.0,533,766.148268
