#{"t_start": 1724336012.6004033, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,914,10.376659
0.0,528,13.097592
3.0,1010,18.803806
3.0,1006,24.572725
2.0,830,29.14158
0.0,531,31.911731
1.0,723,35.718029
0.0,527,38.481901
0.0,523,41.257503
2.0,848,45.796278
0.0,519,48.460049
3.0,949,53.86283
2.0,772,58.058297
0.0,531,60.9883
0.0,543,63.935926
0.0,516,66.867437
0.0,508,69.606889
4.0,1088,76.011755
0.0,535,78.777814
1.0,629,82.36133
4.0,1138,88.935404
2.0,753,93.167138
0.0,512,95.976588
4.0,1117,102.552792
2.0,910,107.781239
4.0,1075,114.000784
0.0,507,116.866771
0.0,512,119.732859
0.0,535,122.543688
0.0,517,125.421239
0.0,519,128.292013
0.0,520,131.139241
0.0,505,133.757136
0.0,516,136.475655
1.0,684,140.466374
0.0,515,143.335526
0.0,532,146.112147
0.0,522,148.958999
0.0,535,151.860981
0.0,515,154.667983
0.0,520,157.568765
0.0,539,160.516792
6.0,1473,169.361494
4.0,1077,175.799716
0.0,533,178.648884
0.0,499,181.362597
0.0,543,184.211201
3.0,1098,190.677212
1.0,633,194.181231
0.0,520,197.076514
0.0,543,199.910449
1.0,624,203.301717
0.0,536,206.195949
0.0,516,209.012229
0.0,534,211.806803
3.0,945,217.14429
5.0,1250,224.580912
0.0,516,227.452305
0.0,516,230.277135
2.0,807,234.953125
2.0,761,239.340022
0.0,539,242.157396
5.0,1266,249.596081
0.0,507,252.416426
0.0,517,255.197727
0.0,519,257.917614
2.0,817,262.559585
0.0,514,265.438747
1.0,649,268.892733
0.0,505,271.613574
3.0,934,276.967124
1.0,645,280.521855
0.0,523,283.382943
1.0,723,287.207188
2.0,914,292.24875
4.0,1178,299.012182
2.0,834,303.679968
0.0,515,306.363756
3.0,995,312.082955
1.0,701,315.994718
4.0,1232,323.059728
2.0,819,327.657158
1.0,631,331.065037
0.0,525,333.886328
1.0,726,337.925331
0.0,507,340.609481
1.0,640,344.111285
3.0,934,349.258959
4.0,1142,355.692925
5.0,1483,364.311246
1.0,708,368.148893
1.0,703,371.905817
0.0,527,374.704722
1.0,697,378.449766
0.0,540,381.150493
0.0,520,383.743865
2.0,723,387.862627
0.0,515,390.676255
3.0,999,396.573684
0.0,531,399.380931
0.0,527,402.156448
0.0,539,405.040835
0.0,516,407.847622
0.0,540,410.743025
0.0,527,413.564771
0.0,543,416.430527
4.0,1200,423.507817
3.0,947,429.06947
1.0,732,433.056403
7.0,1632,442.476271
1.0,713,446.394884
3.0,895,451.423326
3.0,1020,457.241509
0.0,531,460.089988
1.0,696,463.990671
1.0,633,467.281512
0.0,520,469.917476
2.0,813,474.329661
0.0,531,477.188977
0.0,524,480.124427
2.0,910,485.319124
0.0,518,488.259778
3.0,1014,494.178594
2.0,816,498.841966
4.0,1284,506.345127
0.0,540,509.273768
3.0,996,514.999284
0.0,539,517.717569
2.0,825,522.043081
0.0,507,524.777999
0.0,535,527.532673
2.0,815,531.961704
0.0,535,534.795985
0.0,525,537.560719
0.0,531,540.351753
1.0,636,543.731663
2.0,821,548.208543
3.0,1008,553.957103
0.0,539,556.69135
0.0,523,559.477007
0.0,524,562.280812
0.0,535,565.11874
2.0,821,569.740472
0.0,507,572.617904
0.0,543,575.5404
4.0,1289,583.085834
2.0,912,588.255785
2.0,812,592.673485
3.0,887,597.766414
0.0,543,600.584564
0.0,524,603.327566
3.0,1030,609.093252
5.0,1410,617.251291
2.0,809,621.766542
5.0,1426,629.88166
0.0,520,632.624671
1.0,704,636.447688
0.0,539,639.132411
1.0,640,642.467171
12.0,2160,655.333528
9.0,1644,664.742922
1.0,655,668.233224
0.0,500,670.890725
0.0,522,673.677491
5.0,1411,681.557008
0.0,525,684.515474
0.0,528,687.322112
0.0,512,690.004484
0.0,536,692.744973
11.0,1111,698.759572
5.0,1422,706.845695
0.0,536,709.602131
0.0,540,712.38695
0.0,535,715.169133
0.0,537,717.962053
2.0,809,722.537833
0.0,524,725.337331
1.0,640,728.629112
0.0,525,731.38411
0.0,540,734.24913
2.0,778,738.460108
9.0,1616,747.807593
0.0,521,750.506393
0.0,517,753.201568
3.0,1109,759.174185
0.0,541,761.840779
2.0,823,766.513714
