#{"t_start": 1724336013.1150715, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,524,7.595318
0.0,525,10.209933
1.0,690,13.950955
0.0,536,16.722569
1.0,628,20.068376
2.0,833,24.67169
0.0,514,27.362362
2.0,917,32.402775
0.0,525,35.116381
3.0,1022,40.822985
2.0,825,45.251481
1.0,722,49.132469
2.0,818,53.73838
1.0,710,57.644795
0.0,514,60.582533
3.0,1027,66.651641
0.0,496,69.322809
1.0,641,72.913357
1.0,651,76.408753
1.0,693,80.337497
3.0,1022,86.279722
5.0,1296,93.778502
0.0,506,96.535307
0.0,528,99.345312
5.0,1193,106.354285
0.0,491,109.179291
0.0,540,112.063158
0.0,518,114.910205
0.0,515,117.801561
0.0,512,120.565935
4.0,1117,127.033411
1.0,649,130.56806
2.0,807,134.990537
0.0,524,137.919841
1.0,700,141.857985
3.0,999,147.713516
3.0,932,153.218556
0.0,523,156.066628
0.0,538,159.004728
0.0,533,161.897832
0.0,534,164.779283
0.0,524,167.686232
0.0,526,170.562847
0.0,528,173.519121
4.0,1212,180.560131
5.0,1294,188.153727
1.0,716,192.108815
2.0,759,196.446115
6.0,1400,204.6615
1.0,653,208.184636
2.0,752,212.346034
0.0,514,215.1226
5.0,1434,223.555317
2.0,816,228.257081
0.0,539,231.138423
1.0,705,235.014474
0.0,500,237.844481
0.0,516,240.671758
0.0,523,243.536332
0.0,524,246.385293
0.0,535,249.241802
0.0,520,252.109338
4.0,1310,259.710326
3.0,1081,266.115855
3.0,888,271.069778
1.0,625,274.581861
0.0,527,277.427081
4.0,1204,284.505232
3.0,1034,290.124078
7.0,1003,295.797302
1.0,695,299.650845
3.0,1018,305.487827
5.0,1395,313.668986
1.0,640,317.064618
1.0,697,320.964713
0.0,530,323.863282
5.0,1415,332.135859
0.0,505,334.815238
0.0,522,337.772532
1.0,704,341.612847
0.0,536,344.448114
0.0,524,347.164954
0.0,512,349.693035
1.0,715,353.539103
3.0,998,359.296851
0.0,534,362.007826
0.0,523,364.837762
0.0,507,367.508802
0.0,514,370.161269
1.0,735,374.13241
9.0,1539,382.812217
3.0,855,387.727885
4.0,1218,394.737633
0.0,516,397.64294
0.0,532,400.429929
0.0,543,403.253242
0.0,520,406.090371
0.0,541,408.96479
0.0,533,411.829504
0.0,516,414.686334
0.0,515,417.567074
1.0,633,421.108484
0.0,520,424.011209
3.0,1016,430.001515
0.0,517,432.747891
1.0,651,436.157136
0.0,539,438.959037
0.0,528,441.66193
1.0,621,445.099128
0.0,504,447.823488
2.0,757,452.061728
0.0,543,454.835701
0.0,527,457.68632
0.0,526,460.596158
0.0,517,463.255304
4.0,1148,469.456083
1.0,705,473.253088
1.0,720,477.291609
2.0,912,482.666606
1.0,724,486.67412
0.0,522,489.550008
1.0,684,493.359594
0.0,505,496.129317
3.0,1014,501.988309
1.0,717,506.022742
4.0,1224,513.098879
3.0,1020,518.650232
5.0,1310,526.181303
2.0,818,530.59464
0.0,535,533.427559
1.0,633,536.876231
5.0,1398,544.939584
5.0,1317,552.485143
1.0,633,555.852097
5.0,1502,564.691754
2.0,813,569.312841
5.0,1406,577.785281
3.0,1015,583.525917
0.0,520,586.31032
2.0,791,590.69262
0.0,520,593.540602
0.0,521,596.39773
2.0,806,601.004901
0.0,519,603.801282
1.0,698,607.665642
11.0,1111,613.927566
6.0,1518,622.756556
7.0,1011,628.389222
9.0,1632,637.703168
5.0,1402,645.753231
0.0,514,648.559915
0.0,543,651.484921
0.0,515,654.323401
9.0,1632,663.756379
0.0,535,666.609507
2.0,804,670.994397
0.0,520,673.845383
5.0,1407,681.75912
0.0,525,684.671449
0.0,527,687.438656
0.0,524,690.205398
3.0,879,695.010383
0.0,540,697.687087
0.0,516,700.484597
2.0,816,704.848547
3.0,945,710.264167
0.0,533,713.072575
0.0,525,715.869037
0.0,520,718.623885
0.0,541,721.422262
9.0,1628,730.678983
9.0,1624,740.180244
2.0,814,744.700883
2.0,814,749.119479
1.0,720,752.988135
0.0,533,755.685191
7.0,1024,761.143564
5.0,1345,768.899658
