#{"t_start": 1724336012.4511561, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
4.0,1268,12.728554
1.0,643,16.126271
2.0,847,20.693274
4.0,1199,27.629
1.0,627,31.081279
2.0,898,36.04329
2.0,818,40.575373
2.0,897,45.487677
3.0,1000,51.191825
3.0,1010,56.996236
0.0,536,59.785198
0.0,543,62.747899
0.0,517,65.602138
1.0,633,69.037923
0.0,514,71.979858
1.0,651,75.504859
0.0,543,78.276994
1.0,702,82.298892
0.0,532,85.133438
1.0,641,88.686501
0.0,518,91.423896
0.0,543,94.323712
2.0,815,99.051317
0.0,513,101.822579
4.0,1065,107.997
2.0,736,112.290156
0.0,515,115.115848
0.0,521,118.033837
0.0,520,120.815569
2.0,773,125.169282
2.0,769,129.478051
0.0,523,132.290758
6.0,1498,141.009589
1.0,649,144.527076
0.0,527,147.364217
1.0,683,151.399039
1.0,639,154.969152
0.0,536,157.875221
1.0,625,161.457833
0.0,515,164.300763
0.0,524,167.170433
1.0,640,170.810958
3.0,889,176.005924
0.0,541,178.853312
4.0,1222,185.981945
6.0,1534,194.941383
2.0,765,199.279139
2.0,894,204.392806
0.0,539,207.27661
3.0,1008,213.127928
3.0,1112,219.474583
0.0,532,222.281564
2.0,728,226.470212
1.0,710,230.475166
1.0,688,234.396626
0.0,524,237.295391
0.0,524,240.163541
0.0,526,242.997449
2.0,922,248.198518
0.0,509,250.985119
3.0,1010,256.854128
1.0,708,260.787397
0.0,511,263.551512
4.0,1222,270.590987
0.0,499,273.348262
0.0,525,276.213477
1.0,638,279.715313
0.0,516,282.605523
2.0,817,287.12508
1.0,653,290.430037
2.0,897,295.463006
1.0,644,298.863243
1.0,726,302.799993
1.0,710,306.649965
2.0,879,311.70653
0.0,528,314.516025
2.0,830,319.142741
0.0,517,321.99663
1.0,639,325.503548
1.0,653,329.003822
3.0,1027,334.882591
0.0,536,337.790118
4.0,1032,343.759758
0.0,523,346.588907
3.0,1014,352.196819
13.0,1836,362.94866
0.0,539,365.807971
0.0,529,368.485499
0.0,527,371.102386
4.0,1194,377.958187
1.0,645,381.326941
2.0,747,385.374483
1.0,724,389.338844
0.0,507,392.098255
2.0,904,397.430685
2.0,771,401.590914
0.0,525,404.440786
9.0,1640,414.126544
0.0,515,416.9928
1.0,626,420.500692
6.0,1504,429.461102
2.0,767,433.688461
0.0,516,436.389885
0.0,527,439.183808
2.0,818,443.704293
0.0,517,446.394745
0.0,519,449.156194
1.0,733,453.240882
2.0,831,457.928321
0.0,522,460.800755
3.0,1015,466.445863
3.0,1149,472.590435
0.0,527,475.263609
7.0,1003,481.248167
0.0,532,484.123756
1.0,649,487.716454
3.0,1022,493.605664
0.0,527,496.477153
0.0,536,499.341632
1.0,708,503.3084
1.0,723,507.301391
0.0,529,510.207833
3.0,1004,515.869971
4.0,1216,522.557929
4.0,1130,528.988523
0.0,521,531.755246
0.0,528,534.581895
3.0,922,539.793906
1.0,623,543.171725
2.0,816,547.608769
1.0,717,551.454111
3.0,941,556.582866
0.0,523,559.389585
0.0,523,562.192683
4.0,1205,569.245882
2.0,801,573.937704
5.0,1410,582.237846
3.0,1097,588.51068
2.0,821,592.965348
0.0,530,595.856466
3.0,1100,602.217935
11.0,1103,608.416054
11.0,1111,614.668289
5.0,1398,622.785387
0.0,523,625.601803
11.0,1107,631.69953
0.0,519,634.47117
0.0,523,637.183507
10.0,1740,647.26466
0.0,531,650.163143
0.0,533,653.041356
3.0,1000,658.773714
0.0,515,661.595452
1.0,735,665.508044
4.0,1059,671.530108
11.0,1107,677.78443
1.0,715,681.468249
0.0,540,684.427183
0.0,517,687.233838
0.0,535,689.942891
0.0,524,692.706119
0.0,523,695.421911
0.0,523,698.038144
1.0,621,701.429942
2.0,819,705.758945
2.0,773,709.959007
0.0,531,712.731863
0.0,520,715.520003
0.0,515,718.293308
9.0,1644,727.63758
9.0,1624,737.140418
0.0,533,739.911657
0.0,537,742.588564
0.0,537,745.417431
0.0,537,748.158868
10.0,1750,757.92946
3.0,1028,763.606031
0.0,533,766.420311
