#{"t_start": 1724336013.042628, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
4.0,1228,11.772712
1.0,702,15.626749
1.0,655,19.008616
2.0,804,23.564105
4.0,1304,31.027488
2.0,822,35.468883
0.0,532,38.162212
1.0,637,41.574732
0.0,524,44.154932
5.0,1418,52.33937
0.0,524,55.113672
0.0,530,57.922903
2.0,749,62.331267
1.0,628,65.946231
2.0,811,70.524277
2.0,826,75.238744
2.0,783,79.501915
0.0,513,82.396106
4.0,1124,88.886805
1.0,648,92.36516
5.0,1196,99.452559
0.0,500,102.235792
0.0,536,105.048424
1.0,621,108.637225
3.0,879,113.705696
0.0,528,116.615104
5.0,1199,123.777485
3.0,929,129.228038
0.0,523,131.969426
3.0,941,137.232288
0.0,507,140.033403
2.0,765,144.273045
0.0,523,147.133707
3.0,924,152.660408
4.0,1082,159.134139
2.0,814,163.874929
0.0,515,166.755025
0.0,518,169.58075
0.0,527,172.542468
1.0,645,176.155333
0.0,533,178.956119
0.0,524,181.792218
2.0,898,186.957651
5.0,1280,194.517696
0.0,532,197.425656
0.0,520,200.226847
0.0,532,202.988484
0.0,515,205.882746
1.0,653,209.456813
0.0,509,212.132668
0.0,518,214.86446
0.0,541,217.69982
1.0,629,221.229613
1.0,623,224.873219
0.0,511,227.6401
3.0,1096,234.036652
0.0,523,236.935642
0.0,527,239.845591
1.0,641,243.36095
0.0,537,246.212483
1.0,621,249.667288
8.0,1406,258.021224
2.0,837,262.765865
4.0,1226,269.814877
1.0,631,273.308817
2.0,819,277.977944
0.0,543,280.880947
0.0,519,283.690822
2.0,842,288.191123
0.0,540,290.953865
1.0,627,294.279566
2.0,808,298.761242
0.0,515,301.455869
0.0,511,304.270968
0.0,503,306.933037
1.0,713,310.797304
1.0,712,314.67381
0.0,517,317.399356
3.0,1006,323.324601
3.0,930,328.614182
1.0,631,332.018329
1.0,704,335.9015
2.0,814,340.681195
0.0,541,343.469342
1.0,624,346.885329
0.0,511,349.466945
4.0,1214,356.463113
0.0,515,359.241967
0.0,536,361.932834
2.0,808,366.532981
4.0,1138,372.858727
0.0,525,375.656616
4.0,1210,382.396231
0.0,518,385.071258
5.0,1221,392.130176
0.0,539,395.023025
1.0,629,398.600243
0.0,527,401.359686
0.0,524,404.184878
0.0,536,407.00841
0.0,516,409.874733
6.0,1543,419.02499
0.0,528,421.873485
9.0,1335,429.787512
10.0,1828,440.35019
2.0,870,445.308968
3.0,940,450.65999
0.0,507,453.459994
7.0,1003,459.208846
2.0,772,463.523946
1.0,637,466.816574
6.0,1516,475.415443
0.0,536,478.335605
0.0,536,481.277802
2.0,763,485.575455
0.0,515,488.514115
1.0,692,492.4138
1.0,632,496.056092
0.0,531,498.9131
2.0,829,503.605409
8.0,1491,512.518409
0.0,523,515.1875
0.0,516,517.851251
0.0,523,520.41716
0.0,513,523.209627
2.0,743,527.2724
4.0,1210,534.225066
3.0,930,539.444221
3.0,1020,545.152799
5.0,1313,552.700171
2.0,756,556.811839
5.0,1486,565.647227
1.0,693,569.539849
2.0,829,574.319891
11.0,1091,580.611862
4.0,1192,587.635207
2.0,815,591.998157
0.0,532,594.875412
5.0,1423,603.11152
0.0,540,605.896016
1.0,655,609.3538
5.0,1410,617.529431
0.0,516,620.245543
0.0,515,623.064244
0.0,523,625.863456
0.0,524,628.55308
0.0,534,631.334728
7.0,1003,636.896514
4.0,1090,642.945544
1.0,640,646.522902
9.0,1644,656.174126
0.0,523,659.000062
0.0,543,661.802973
0.0,515,664.519902
6.0,1512,673.364553
5.0,1399,681.233637
0.0,536,684.197182
1.0,632,687.661572
0.0,517,690.415159
0.0,539,693.176861
0.0,539,695.82701
0.0,527,698.531903
4.0,1055,704.344543
5.0,1486,713.036026
0.0,516,715.826988
9.0,1636,725.259602
1.0,636,728.581638
9.0,1632,738.080496
3.0,1051,743.861179
0.0,533,746.620296
2.0,821,751.064371
5.0,1440,758.972645
2.0,829,763.447127
0.0,541,766.279852
