#{"t_start": 1724336014.4357657, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,629,7.057754
0.0,516,9.702345
2.0,901,14.742174
2.0,907,19.762843
0.0,516,22.454465
1.0,620,25.885457
1.0,703,29.772983
0.0,516,32.45969
1.0,727,36.309383
0.0,538,39.094826
3.0,1000,44.671422
0.0,534,47.426791
3.0,930,52.739938
1.0,718,56.648757
1.0,634,60.344405
4.0,1308,68.020047
0.0,516,70.923105
0.0,528,73.758098
0.0,533,76.525271
1.0,698,80.549203
0.0,527,83.386948
0.0,539,86.257391
1.0,706,90.150077
6.0,1482,98.984468
2.0,900,104.166428
0.0,524,107.015363
1.0,628,110.562567
0.0,523,113.335137
2.0,742,117.691481
0.0,528,120.510814
3.0,939,125.973292
4.0,1224,132.820493
1.0,624,136.396842
1.0,696,140.335581
0.0,537,143.15128
0.0,533,145.982155
0.0,516,148.848885
0.0,532,151.721999
0.0,524,154.567381
2.0,757,159.014924
1.0,714,163.007494
0.0,521,165.92
0.0,516,168.715366
0.0,535,171.683645
1.0,633,175.310452
2.0,826,179.918652
0.0,520,182.750656
3.0,951,188.149265
0.0,523,190.966083
0.0,535,193.813333
2.0,834,198.532903
0.0,519,201.292392
0.0,539,204.179602
0.0,516,207.04467
1.0,630,210.474642
1.0,639,213.929753
0.0,537,216.766247
1.0,653,220.283507
0.0,516,223.09847
1.0,647,226.61725
0.0,509,229.453633
2.0,891,234.568079
3.0,940,240.04698
0.0,543,242.935957
0.0,536,245.74391
0.0,509,248.521727
3.0,1077,254.855545
2.0,830,259.529211
0.0,491,262.317464
4.0,1211,269.310083
3.0,914,274.628469
3.0,926,280.006703
4.0,1230,286.858253
1.0,639,290.307081
1.0,636,293.658542
1.0,620,297.065357
0.0,512,299.738577
0.0,515,302.603281
1.0,690,306.401209
1.0,704,310.394472
0.0,527,313.1419
0.0,528,315.920245
0.0,516,318.681864
1.0,651,322.260627
5.0,1410,330.578837
2.0,820,335.297792
1.0,692,339.160045
1.0,715,343.18811
0.0,508,345.903768
6.0,1458,354.140988
0.0,524,356.957269
7.0,1720,367.010209
2.0,923,371.959253
5.0,1430,380.033012
2.0,814,384.509571
7.0,1017,390.246883
2.0,908,395.631979
7.0,1682,405.498763
9.0,1632,415.234994
1.0,699,419.183082
2.0,757,423.530253
0.0,535,426.435094
7.0,1541,435.443924
0.0,531,438.230157
2.0,726,442.299608
3.0,1039,448.167023
0.0,540,451.021401
0.0,531,453.757985
2.0,910,459.036357
2.0,817,463.539361
3.0,1012,468.933832
2.0,804,473.371326
7.0,1011,479.367102
1.0,651,482.922055
0.0,520,485.779657
0.0,517,488.682316
2.0,884,493.79922
3.0,1034,499.654101
0.0,531,502.501009
1.0,659,506.064601
0.0,536,508.967347
2.0,801,513.454221
5.0,1402,521.357706
4.0,1224,528.248334
0.0,543,531.056815
0.0,536,533.872078
0.0,537,536.650937
4.0,1204,543.465431
5.0,1410,551.602135
1.0,645,555.014175
0.0,528,557.795571
0.0,539,560.613831
3.0,921,565.91687
0.0,523,568.703019
2.0,820,573.41186
2.0,811,577.948778
0.0,516,580.749757
2.0,821,585.396699
5.0,1434,593.598423
0.0,539,596.447716
0.0,527,599.256914
4.0,1210,606.18813
0.0,516,608.984125
0.0,513,611.762724
3.0,1015,617.406827
0.0,541,620.2274
1.0,638,623.727085
3.0,998,629.314781
7.0,1009,634.959396
1.0,632,638.26842
1.0,636,641.782619
0.0,520,644.473536
0.0,523,647.283532
0.0,537,650.203885
3.0,1023,656.062701
0.0,543,658.883609
3.0,1018,664.667158
0.0,524,667.313766
5.0,1321,674.998403
0.0,521,677.611261
0.0,537,680.311798
0.0,528,683.226912
2.0,837,687.820587
1.0,631,691.269184
5.0,1426,699.274992
5.0,1187,705.901555
9.0,1624,715.328776
10.0,1822,725.861085
1.0,636,729.28946
2.0,843,734.0191
3.0,1013,739.769982
2.0,812,744.287973
0.0,528,746.974505
0.0,517,749.6897
9.0,1620,758.701846
0.0,517,761.473853
0.0,537,764.30758
