#{"t_start": 1724336014.2943091, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,915,8.779107
6.0,1446,17.02416
3.0,946,22.294973
3.0,1018,28.087018
5.0,1420,36.138189
0.0,516,38.924136
0.0,513,41.49875
0.0,524,44.223785
1.0,647,47.648257
0.0,516,50.443525
1.0,613,53.802574
2.0,775,58.112193
0.0,530,61.006436
5.0,1410,69.438478
0.0,524,72.296602
2.0,814,76.85606
1.0,638,80.442227
3.0,929,85.836179
1.0,726,89.672459
0.0,543,92.579651
2.0,753,96.786649
1.0,708,100.667018
1.0,628,104.183083
0.0,510,107.003844
1.0,707,111.123513
1.0,629,114.673024
1.0,641,118.24607
0.0,539,121.098601
1.0,700,125.134748
4.0,1124,131.635741
2.0,765,135.789184
1.0,628,139.258508
0.0,527,142.097756
2.0,811,146.829458
0.0,519,149.704027
2.0,759,153.953197
2.0,757,158.405358
5.0,1290,166.052572
7.0,1015,172.093876
4.0,1212,179.15218
0.0,519,182.021945
2.0,830,186.713715
3.0,875,191.763023
1.0,722,195.781502
0.0,532,198.591125
0.0,543,201.368461
0.0,520,204.240081
0.0,523,207.108546
1.0,657,210.588039
0.0,535,213.319146
1.0,647,216.880645
0.0,514,219.66824
1.0,632,223.321904
1.0,723,227.351806
0.0,514,230.248401
3.0,1007,236.135458
1.0,643,239.688304
2.0,773,244.024554
0.0,528,246.796625
0.0,512,249.602708
0.0,539,252.494267
2.0,795,256.987245
1.0,691,260.979519
0.0,512,263.813192
1.0,657,267.270432
2.0,759,271.554445
0.0,525,274.410622
0.0,535,277.226218
2.0,813,281.938983
0.0,527,284.567824
0.0,539,287.26778
0.0,543,290.055803
0.0,495,292.690123
4.0,1190,299.44794
2.0,822,304.043675
1.0,689,307.844367
3.0,1002,313.639338
3.0,1018,319.41596
1.0,644,322.963121
4.0,1212,329.899327
3.0,935,335.302677
3.0,1013,341.132965
0.0,524,343.970552
2.0,802,348.327708
2.0,887,353.298007
4.0,1312,360.761927
0.0,505,363.529485
0.0,513,366.259288
3.0,959,371.417337
0.0,515,374.207462
1.0,644,377.528025
2.0,826,381.992698
1.0,631,385.514581
5.0,1324,393.222795
4.0,1097,399.624664
0.0,517,402.453433
0.0,535,405.25382
9.0,1636,414.962739
0.0,510,417.729045
4.0,1146,424.439726
0.0,531,427.33557
11.0,1904,438.423781
4.0,1137,444.879589
0.0,523,447.65407
4.0,1307,455.206735
2.0,761,459.539128
0.0,510,462.188652
0.0,543,464.84685
0.0,539,467.448413
0.0,533,470.09031
4.0,1150,476.677115
2.0,761,481.051164
1.0,715,485.090444
0.0,536,488.041894
0.0,502,490.711807
2.0,745,495.02138
0.0,532,497.89023
4.0,1195,504.764634
3.0,1021,510.683354
2.0,806,515.109593
4.0,1224,521.844974
0.0,511,524.565967
1.0,623,527.889298
1.0,640,531.40019
7.0,1015,537.081501
3.0,887,541.981035
2.0,829,546.460814
3.0,1024,552.197405
0.0,532,554.922643
2.0,769,559.093063
2.0,810,563.811923
2.0,816,568.389529
0.0,527,571.298107
0.0,519,574.203081
5.0,1406,582.478451
5.0,1410,590.572345
1.0,635,594.177528
4.0,1079,600.298639
3.0,1086,606.526671
11.0,1095,612.789543
0.0,535,615.574538
0.0,504,618.224801
0.0,540,621.034696
1.0,628,624.50729
3.0,1014,630.116808
1.0,724,633.991161
3.0,1022,639.540265
0.0,525,642.400377
0.0,539,645.17485
5.0,1407,653.52776
9.0,1632,662.943265
9.0,1331,670.558099
0.0,524,673.372925
5.0,1415,681.317429
0.0,543,684.22159
0.0,531,686.932178
0.0,525,689.726742
8.0,1208,696.416437
0.0,539,699.212635
5.0,1175,705.842708
0.0,540,708.605993
0.0,531,711.381525
9.0,1644,720.862516
9.0,1616,730.124131
1.0,716,734.150999
1.0,648,737.628237
2.0,899,742.589814
9.0,1620,751.857243
3.0,1039,757.350947
1.0,655,760.695774
3.0,1031,766.580087
