#{"t_start": 1724336014.366259, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,700,7.492981
2.0,886,12.388969
0.0,519,15.145894
2.0,811,19.539111
0.0,520,22.288586
0.0,537,25.053926
0.0,527,27.855626
0.0,540,30.644942
2.0,920,35.610573
2.0,906,40.6314
1.0,619,43.924628
3.0,1010,49.714047
0.0,515,52.501687
0.0,536,55.295368
0.0,539,58.171047
1.0,637,61.813542
0.0,535,64.745629
0.0,525,67.462594
2.0,761,71.812393
0.0,539,74.624809
0.0,539,77.404589
1.0,648,81.008303
0.0,539,83.831433
3.0,889,88.787463
0.0,539,91.650962
2.0,819,96.268728
1.0,707,100.168658
0.0,535,102.984929
2.0,746,107.262546
0.0,519,110.149537
1.0,698,114.167652
0.0,500,117.022843
0.0,516,119.875237
0.0,543,122.728389
0.0,516,125.583323
0.0,536,128.455884
3.0,934,133.530931
0.0,535,136.45816
0.0,519,139.233633
0.0,527,142.080242
0.0,543,144.896894
1.0,618,148.487576
2.0,733,152.769092
0.0,528,155.652851
0.0,530,158.610756
0.0,543,161.452437
0.0,528,164.305723
1.0,625,167.952776
0.0,523,170.904607
0.0,511,173.813794
0.0,519,176.654515
6.0,1524,185.650953
0.0,539,188.498803
2.0,906,193.671515
0.0,535,196.562624
0.0,536,199.362895
1.0,715,203.386395
0.0,540,206.228345
4.0,1214,213.259899
5.0,1434,221.666387
4.0,1230,228.864917
0.0,517,231.613698
0.0,516,234.427479
0.0,507,237.318058
0.0,539,240.155333
0.0,515,243.043934
2.0,819,247.602453
0.0,512,250.480363
1.0,696,254.43216
2.0,822,259.094201
1.0,631,262.566247
0.0,527,265.371335
0.0,536,268.123436
0.0,504,270.897431
2.0,814,275.603333
3.0,922,280.971074
0.0,527,283.70991
0.0,539,286.420074
1.0,712,290.342488
2.0,874,295.216719
0.0,529,297.991646
0.0,519,300.79268
1.0,717,304.69316
1.0,685,308.514411
1.0,632,312.051833
3.0,1096,318.280299
4.0,1190,325.346138
0.0,537,328.180688
3.0,1012,333.983642
2.0,814,338.743256
0.0,519,341.569481
1.0,629,345.062738
2.0,809,349.505221
1.0,719,353.389376
4.0,1304,360.843271
3.0,992,366.592177
3.0,899,371.381121
0.0,521,374.168859
3.0,873,378.994455
1.0,705,382.75717
0.0,499,385.557821
0.0,524,388.36362
0.0,516,391.146829
0.0,543,394.05849
6.0,1480,402.791829
9.0,1640,412.46849
5.0,1402,420.847116
0.0,522,423.759405
2.0,771,428.142597
2.0,749,432.330348
0.0,535,435.062027
1.0,655,438.571835
0.0,509,441.213234
0.0,520,443.94389
1.0,716,447.91037
4.0,1207,454.974593
1.0,648,458.530757
3.0,1028,464.247491
0.0,541,466.899952
3.0,1017,472.457659
0.0,523,475.307996
0.0,542,478.238841
0.0,519,481.096389
0.0,539,483.926881
0.0,524,486.875602
3.0,1022,492.791521
4.0,1208,499.8468
0.0,533,502.704762
3.0,895,507.796607
0.0,501,510.531253
2.0,821,515.068982
2.0,800,519.350297
0.0,520,522.162734
6.0,1488,530.669766
0.0,522,533.453094
3.0,1014,539.219979
0.0,517,541.991756
5.0,1418,550.062233
3.0,1064,556.054825
0.0,527,558.812644
3.0,899,563.944711
0.0,510,566.596707
0.0,516,569.440666
0.0,531,572.299841
0.0,528,575.155874
2.0,817,579.770257
2.0,882,584.879799
4.0,1198,591.748443
0.0,536,594.608368
0.0,527,597.44313
2.0,814,602.038229
0.0,516,604.787553
1.0,628,608.204716
0.0,515,611.004174
0.0,517,613.798473
0.0,527,616.54886
5.0,1402,624.744412
0.0,535,627.436098
9.0,1628,636.710446
7.0,1007,642.387188
0.0,539,645.155144
2.0,830,649.872099
0.0,535,652.698204
0.0,524,655.439098
0.0,520,658.262962
0.0,540,661.051761
0.0,535,663.83699
0.0,516,666.582223
3.0,1006,672.295743
5.0,1415,680.14921
0.0,531,683.11139
9.0,1632,692.479286
5.0,1205,699.095084
5.0,1406,707.168061
2.0,817,711.755207
0.0,535,714.547924
0.0,533,717.303356
0.0,543,720.105844
9.0,1644,729.350739
9.0,1640,738.866849
2.0,840,743.465662
9.0,1636,752.701085
4.0,1139,758.820597
0.0,523,761.603918
3.0,1012,767.344537
