#{"t_start": 1724336013.8501558, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
8.0,1506,12.77156
0.0,515,15.581704
0.0,530,18.2931
0.0,537,21.102134
0.0,524,23.915866
2.0,916,28.985303
0.0,521,31.741241
4.0,1134,38.157165
2.0,914,43.181071
1.0,628,46.530198
0.0,523,49.347436
0.0,524,52.135932
0.0,532,54.90263
1.0,619,58.288276
1.0,629,61.977916
0.0,527,64.890838
4.0,1059,71.072217
5.0,1402,79.291013
4.0,1300,86.961103
0.0,535,89.693967
0.0,527,92.572957
1.0,618,96.087148
2.0,831,100.673891
0.0,520,103.491261
0.0,519,106.352895
5.0,1306,114.055541
2.0,793,118.789122
0.0,515,121.649279
0.0,516,124.541429
0.0,536,127.397861
0.0,535,130.251832
1.0,696,133.924123
0.0,520,136.852407
6.0,1490,145.630083
1.0,628,149.173982
2.0,741,153.451975
0.0,528,156.362803
1.0,633,159.985854
0.0,531,162.842116
0.0,516,165.692511
0.0,518,168.591786
0.0,528,171.552072
3.0,1020,177.550746
1.0,696,181.424669
0.0,516,184.289423
1.0,693,188.207638
0.0,519,191.029505
5.0,1278,198.625801
3.0,1088,204.961209
4.0,1228,212.047534
0.0,540,214.861972
3.0,954,220.161875
0.0,503,223.029263
0.0,543,225.914537
5.0,1280,233.396994
2.0,887,238.674441
0.0,523,241.50803
2.0,918,246.714572
2.0,910,252.002288
1.0,693,255.849699
3.0,928,261.203136
0.0,507,264.044386
0.0,516,266.861515
3.0,1002,272.678249
2.0,822,277.366393
0.0,529,280.265792
9.0,1644,289.560301
7.0,1003,295.230291
0.0,515,297.966373
0.0,527,300.665038
0.0,543,303.52904
0.0,501,306.192031
2.0,930,311.45803
3.0,1021,317.158759
2.0,902,322.321461
0.0,517,325.084039
1.0,708,328.986669
1.0,628,332.480316
0.0,524,335.28915
0.0,513,338.104038
0.0,523,340.916038
0.0,520,343.687738
0.0,508,346.40306
3.0,932,351.592512
0.0,508,354.322759
1.0,653,357.810711
0.0,516,360.546966
0.0,515,363.396502
4.0,1218,370.224637
4.0,1198,377.087492
1.0,697,380.867216
2.0,751,384.984819
4.0,1085,391.131956
0.0,523,393.947333
8.0,1205,400.991486
0.0,520,403.878745
0.0,539,406.702975
0.0,531,409.536683
0.0,523,412.35412
0.0,531,415.225895
1.0,699,419.186316
0.0,527,422.047954
1.0,638,425.650296
1.0,656,429.278041
0.0,539,432.073371
0.0,507,434.742398
0.0,524,437.526905
3.0,848,442.324527
2.0,834,446.951842
0.0,524,449.780816
0.0,519,452.633491
0.0,519,455.40644
0.0,523,458.234015
0.0,511,461.100702
0.0,534,463.746405
0.0,527,466.418109
6.0,1516,475.057068
0.0,526,477.971393
1.0,644,481.538528
3.0,883,486.620492
1.0,704,490.643968
2.0,756,494.869054
0.0,532,497.72005
0.0,514,500.521698
2.0,910,505.735074
4.0,1202,512.802955
0.0,519,515.544157
2.0,798,519.788745
3.0,1010,525.599643
2.0,825,530.110001
1.0,712,534.049535
0.0,516,536.769194
1.0,643,540.243592
0.0,532,542.94787
3.0,1022,548.577926
0.0,512,551.330988
2.0,755,555.420689
0.0,524,558.204486
5.0,1418,566.490337
0.0,521,569.277693
2.0,821,574.046688
4.0,1292,581.640946
0.0,506,584.464455
0.0,513,587.176051
3.0,1006,592.912524
5.0,1422,601.200023
1.0,633,604.615993
2.0,918,609.714768
0.0,517,612.448297
0.0,520,615.221763
5.0,1465,623.677135
0.0,528,626.401765
4.0,1067,632.39636
0.0,527,635.113479
0.0,540,637.788139
0.0,514,640.508302
0.0,541,643.367944
7.0,1023,649.193335
0.0,514,652.083399
3.0,889,657.014468
0.0,519,659.847631
2.0,822,664.432733
2.0,889,669.296168
0.0,522,672.133368
0.0,535,674.90837
0.0,529,677.60557
1.0,655,680.95188
0.0,523,683.864909
5.0,1498,692.473802
3.0,939,697.466976
0.0,519,700.267254
3.0,1022,705.919985
0.0,515,708.705807
9.0,1620,718.128416
9.0,1616,727.447657
0.0,533,730.201609
0.0,529,733.055825
2.0,815,737.67425
9.0,1636,747.009659
9.0,1616,756.115828
3.0,963,761.211639
2.0,906,766.44848
