#{"t_start": 1724336012.5262356, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,704,9.284798
0.0,513,11.900007
2.0,882,16.862672
1.0,717,20.642783
2.0,826,25.195426
1.0,625,28.608289
0.0,539,31.348612
0.0,520,34.023394
2.0,818,38.497128
3.0,930,43.596238
0.0,528,46.289537
0.0,531,48.959276
0.0,519,51.776444
2.0,824,56.332587
1.0,655,59.896955
0.0,520,62.836286
0.0,520,65.742752
2.0,900,70.976313
0.0,536,73.844767
2.0,753,78.051405
0.0,540,80.915185
3.0,1018,86.858771
0.0,516,89.618238
1.0,651,93.14121
0.0,519,96.000246
4.0,1122,102.570684
0.0,528,105.392705
2.0,750,109.695467
0.0,531,112.59061
0.0,514,115.429703
1.0,625,119.057012
1.0,700,123.018477
0.0,514,125.846896
0.0,532,128.705243
0.0,532,131.549842
0.0,514,134.09812
0.0,515,136.835574
2.0,827,141.545506
1.0,637,145.075411
1.0,685,149.025113
0.0,528,151.926444
6.0,1474,160.790516
0.0,524,163.641021
3.0,1003,169.646541
3.0,897,174.909816
4.0,1214,181.938753
0.0,539,184.789814
1.0,712,188.791617
0.0,543,191.623702
2.0,767,195.915018
2.0,831,200.628237
2.0,818,205.321257
1.0,713,209.377729
1.0,631,212.772631
1.0,626,216.224019
4.0,1128,222.751177
2.0,810,227.443436
0.0,516,230.270536
1.0,619,233.806715
0.0,523,236.646503
0.0,503,239.489161
2.0,845,244.222064
2.0,822,248.919469
0.0,520,251.807824
2.0,801,256.349161
3.0,1013,262.11425
0.0,503,264.928623
6.0,1539,273.960635
0.0,518,276.742582
1.0,713,280.735609
10.0,1816,291.234392
2.0,806,295.756709
1.0,626,299.17452
0.0,536,301.919907
0.0,538,304.776799
0.0,513,307.439718
0.0,517,310.265219
4.0,1189,317.248446
3.0,1006,323.126983
2.0,804,327.790614
1.0,720,331.622273
0.0,517,334.492308
1.0,703,338.499017
0.0,506,341.186235
2.0,818,345.844534
3.0,992,351.323071
4.0,1119,357.70534
0.0,543,360.45691
0.0,517,363.210101
0.0,527,365.995121
2.0,822,370.424187
3.0,1089,376.618069
2.0,839,381.058434
0.0,492,383.626055
1.0,640,387.119965
0.0,528,389.957819
3.0,1003,395.795167
0.0,541,398.664773
2.0,769,402.870381
0.0,515,405.752517
1.0,640,409.291384
0.0,516,412.142426
0.0,515,415.003516
0.0,540,417.871719
3.0,926,423.234305
0.0,518,426.159649
0.0,532,429.051679
2.0,763,433.306972
1.0,631,436.715167
0.0,532,439.514412
0.0,500,442.218454
1.0,690,446.036738
3.0,1032,451.883713
3.0,1098,458.194765
2.0,742,462.514765
0.0,531,465.195214
0.0,515,467.862971
2.0,816,472.198784
2.0,821,476.805758
0.0,528,479.711025
0.0,541,482.617953
0.0,516,485.478801
0.0,529,488.408249
4.0,1216,495.500944
4.0,1146,502.096504
3.0,935,507.433948
0.0,529,510.339428
2.0,820,514.895241
0.0,527,517.617956
3.0,1004,523.10378
1.0,648,526.567051
2.0,812,531.010409
0.0,532,533.858997
0.0,535,536.64364
4.0,1204,543.522964
2.0,795,547.891721
4.0,1072,553.878287
4.0,1120,560.25953
0.0,535,563.104814
0.0,529,565.914094
0.0,498,568.578463
0.0,507,571.418181
0.0,532,574.331507
0.0,515,577.185049
2.0,829,581.79481
0.0,516,584.557365
0.0,540,587.387625
0.0,496,590.011576
1.0,655,593.434411
0.0,533,596.262002
3.0,1011,602.04085
1.0,627,605.476759
2.0,902,610.573072
0.0,543,613.389575
0.0,543,616.194385
4.0,1288,623.609044
0.0,540,626.402962
4.0,1130,632.731693
0.0,516,635.475074
0.0,535,638.162348
3.0,883,642.986003
0.0,519,645.826897
11.0,1087,652.203171
0.0,543,655.028033
0.0,523,657.832256
0.0,521,660.652481
0.0,523,663.414083
0.0,518,666.262015
1.0,640,669.56038
0.0,530,672.34079
11.0,1087,678.521474
9.0,1628,687.925392
0.0,519,690.683983
5.0,1426,698.570389
0.0,532,701.404866
5.0,1183,707.999541
0.0,539,710.770479
0.0,525,713.57533
0.0,516,716.367592
0.0,541,719.117096
0.0,539,721.91221
0.0,533,724.71708
5.0,1398,732.69318
1.0,635,736.264672
1.0,640,739.74461
10.0,1810,750.117252
1.0,737,754.011254
5.0,1339,761.280125
2.0,743,765.50195
