#{"t_start": 1724336002.715046, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,830,9.6024
4.0,1196,16.678827
2.0,810,21.404381
0.0,521,24.311818
0.0,525,27.306008
3.0,1018,33.442327
2.0,818,38.296967
0.0,528,41.166281
1.0,643,44.769768
1.0,721,48.77733
2.0,815,53.460464
9.0,1632,63.444485
0.0,535,66.484199
2.0,801,71.462886
0.0,521,74.501296
0.0,521,77.482054
8.0,1499,86.919951
5.0,1402,95.431214
0.0,516,98.290235
2.0,821,103.120334
2.0,814,107.886742
8.0,1499,116.899091
0.0,503,119.710503
5.0,1422,128.330483
9.0,1620,137.829889
0.0,521,140.693139
0.0,535,143.564888
0.0,517,146.449054
2.0,824,151.374017
5.0,1426,159.986238
0.0,520,162.949279
9.0,1624,173.090723
0.0,532,176.011613
3.0,984,181.98357
1.0,620,185.685415
1.0,625,189.282992
3.0,921,194.698671
9.0,1640,204.581963
8.0,1873,215.796523
0.0,521,218.617227
11.0,1936,229.724605
0.0,517,232.525217
6.0,1549,241.511796
10.0,1758,251.773575
16.0,2290,265.54265
0.0,521,268.416384
12.0,2384,282.303146
0.0,529,285.077502
10.0,1824,295.679954
18.0,2074,307.666774
15.0,2903,324.762865
8.0,1671,334.65766
0.0,537,337.602103
13.0,2374,351.790303
12.0,2051,363.839159
14.0,2831,380.435862
10.0,1752,390.663021
9.0,1856,401.689615
10.0,2202,414.916619
0.0,525,417.781522
6.0,1704,427.910591
16.0,2599,443.894142
0.0,521,446.876054
11.0,1943,458.263741
0.0,525,461.052474
12.0,2649,476.435682
0.0,541,479.225984
21.0,2495,493.81211
11.0,2354,507.699364
15.0,2070,520.138373
9.0,1965,531.788761
0.0,525,534.527462
9.0,1808,545.106542
9.0,1616,554.967957
0.0,529,557.856679
0.0,524,560.691399
0.0,536,563.556071
0.0,519,566.433086
0.0,535,569.319952
0.0,525,572.10929
0.0,533,574.986482
7.0,1590,584.455979
9.0,1929,596.090191
13.0,2486,611.411763
7.0,1658,621.05541
22.0,2649,636.542365
14.0,2339,650.175124
10.0,2172,662.982386
0.0,517,665.840322
18.0,2739,682.358654
18.0,2602,697.846884
13.0,2135,709.962764
18.0,3254,729.175256
0.0,529,731.962138
15.0,2477,746.507082
15.0,2716,762.909563
28.0,2138,775.515254
