#{"t_start": 1724336002.5162861, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,747,9.314076
2.0,816,13.9632
0.0,515,16.743933
1.0,704,20.764617
0.0,517,23.586718
0.0,507,26.47236
3.0,1020,32.646904
1.0,718,36.755156
0.0,508,39.706175
3.0,1028,45.704581
1.0,707,49.586225
1.0,694,53.455502
3.0,1085,59.838856
0.0,541,62.887074
2.0,825,67.873875
0.0,519,70.911142
8.0,1510,80.464029
9.0,1628,90.609737
8.0,1399,99.140051
0.0,543,102.097945
0.0,539,105.02726
10.0,1762,115.600468
2.0,814,120.35076
0.0,505,123.21136
9.0,1620,132.875453
9.0,1640,142.509006
5.0,1418,151.260997
10.0,1812,162.583125
5.0,1418,171.376485
3.0,1105,178.010591
1.0,708,182.078615
0.0,516,185.065179
9.0,1686,195.427227
1.0,709,199.509471
4.0,1297,207.264594
9.0,1624,216.950815
7.0,1434,225.145468
8.0,1825,235.686489
17.0,2469,250.304242
10.0,1922,261.670393
0.0,541,264.535915
0.0,517,267.409577
0.0,521,270.31927
19.0,2713,286.12608
5.0,1354,293.784734
0.0,521,296.662375
17.0,2723,312.436172
16.0,2428,326.683088
11.0,1862,337.869695
15.0,2155,350.631026
14.0,2032,362.52084
12.0,2045,374.548537
10.0,1736,384.696163
8.0,1714,394.7049
12.0,2103,407.251229
14.0,2525,422.469375
12.0,2186,435.722241
0.0,521,438.623283
3.0,1022,444.746699
5.0,1330,452.64179
11.0,1868,463.494143
10.0,1752,473.507055
16.0,2623,488.808357
14.0,2792,505.437816
0.0,517,508.280631
0.0,537,511.126353
9.0,1711,521.213107
14.0,2391,535.412133
0.0,529,538.196595
5.0,1344,546.03447
0.0,537,548.945162
0.0,515,551.859468
0.0,535,554.739657
2.0,830,559.418608
9.0,1616,569.132147
15.0,2134,581.961764
17.0,2500,597.242979
18.0,2710,613.746955
21.0,2409,627.864222
6.0,1455,636.220641
9.0,2099,648.361472
15.0,1643,657.949569
15.0,2822,675.053473
19.0,2682,691.095618
15.0,2236,704.144644
17.0,2330,717.476423
13.0,2577,732.574544
13.0,1856,743.181185
0.0,541,746.106414
16.0,1733,756.456246
20.0,2278,769.976078
0.0,525,772.806968
0.0,521,775.622128
