#{"t_start": 1724336002.4506738, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,513,7.715743
0.0,525,10.664484
0.0,518,13.521092
1.0,613,16.967373
1.0,727,21.044209
0.0,509,23.759499
1.0,624,27.439235
0.0,508,30.295118
1.0,649,33.992983
1.0,624,37.626792
3.0,1100,44.268387
3.0,1110,50.616658
2.0,899,55.874168
3.0,999,61.817477
0.0,524,64.894155
0.0,512,67.872262
1.0,624,71.676804
0.0,500,74.595144
0.0,513,77.629637
0.0,508,80.670798
0.0,517,83.648062
0.0,507,86.632731
0.0,532,89.623486
5.0,1434,98.181252
2.0,809,103.003766
0.0,528,105.857441
4.0,1205,113.048551
5.0,1426,121.529222
0.0,516,124.473673
2.0,813,129.253498
2.0,896,134.294678
0.0,508,137.047979
0.0,511,139.833649
0.0,507,142.685783
0.0,527,145.635649
1.0,730,149.890131
0.0,500,152.740928
2.0,825,157.495632
0.0,529,160.4208
0.0,508,163.428116
0.0,527,166.411416
5.0,1418,175.089329
5.0,1399,183.75368
0.0,519,186.72586
1.0,720,190.833954
0.0,528,193.704931
9.0,1620,203.536155
4.0,1117,210.128973
2.0,764,214.423229
0.0,533,217.240905
0.0,521,220.032714
0.0,537,222.734148
5.0,1267,229.840616
9.0,1753,240.12017
12.0,1854,250.998434
17.0,2634,266.797813
18.0,2734,282.93409
10.0,2154,295.53106
0.0,521,298.397801
11.0,1926,309.474887
0.0,521,312.208893
14.0,2064,324.150313
0.0,541,326.968753
6.0,1592,336.525008
10.0,2171,349.556755
18.0,2551,364.647269
0.0,525,367.543707
15.0,1991,379.018109
11.0,1932,390.470729
3.0,969,395.950577
11.0,1967,407.63488
11.0,1834,418.708272
0.0,537,421.544141
10.0,2188,434.881548
5.0,1414,443.387666
0.0,520,446.43697
11.0,1935,457.818015
13.0,2264,471.052506
8.0,1867,481.754753
8.0,1938,493.098289
17.0,2508,507.935189
18.0,2855,525.237859
10.0,2019,537.116889
14.0,1524,545.977427
0.0,535,548.876212
9.0,1640,558.700624
9.0,1640,568.413983
16.0,2294,582.20969
13.0,2200,595.659044
19.0,2649,611.911787
7.0,1432,620.051987
0.0,541,622.879598
17.0,1991,634.529471
1.0,653,638.071217
15.0,2222,651.031524
0.0,533,653.885357
20.0,2808,670.852206
13.0,2461,685.442677
18.0,2528,700.519199
9.0,1328,707.739801
16.0,2236,720.518831
0.0,521,723.337469
0.0,537,726.145302
11.0,2178,738.840708
0.0,521,741.56617
16.0,2376,755.821521
14.0,1616,765.307198
