#{"t_start": 1724336003.2505713, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,521,7.000985
2.0,735,11.431253
0.0,531,14.286926
1.0,619,17.779114
3.0,976,23.378428
0.0,500,26.288873
3.0,1028,32.391477
0.0,528,35.349698
0.0,528,38.418489
0.0,533,41.302891
2.0,841,46.037186
0.0,521,48.863886
0.0,520,51.667767
0.0,527,54.511157
5.0,1410,63.085021
3.0,1013,69.230739
0.0,519,72.306286
9.0,1632,82.643327
0.0,508,85.619984
2.0,822,90.47446
0.0,540,93.329633
0.0,532,96.272605
0.0,528,99.174049
5.0,1426,107.772183
4.0,1189,114.840866
0.0,528,117.711439
4.0,1204,124.933708
0.0,521,127.738096
0.0,523,130.501121
4.0,1205,137.449185
5.0,1502,146.538462
0.0,512,149.45364
0.0,520,152.411423
8.0,1214,159.804628
0.0,539,162.846522
0.0,541,165.86964
0.0,512,168.818832
1.0,623,172.381589
13.0,1840,183.775831
3.0,887,189.002384
0.0,512,191.852834
5.0,1265,199.393587
3.0,1036,205.492675
0.0,541,208.383971
6.0,1541,217.365993
8.0,1880,228.078325
7.0,1500,236.859369
0.0,525,239.606181
10.0,2253,253.094875
0.0,533,255.959396
8.0,1834,266.869883
10.0,1624,276.425721
0.0,537,279.127001
0.0,521,281.832896
5.0,1415,289.871351
13.0,1499,298.622277
9.0,1616,307.862448
0.0,533,310.629377
8.0,1965,322.044981
10.0,1820,332.926019
1.0,724,336.994927
17.0,1967,348.631443
17.0,2419,362.837435
0.0,537,365.766204
16.0,2236,378.651652
8.0,1701,388.538386
12.0,2080,400.913269
0.0,537,403.754692
8.0,1970,415.496234
9.0,2145,428.376558
0.0,517,431.281277
9.0,1935,443.113339
2.0,814,447.972422
0.0,537,450.796972
17.0,2482,465.40561
0.0,541,468.17182
14.0,2297,481.483864
13.0,2606,496.94125
19.0,2816,513.779146
6.0,1642,523.514256
18.0,2171,536.279323
6.0,1452,544.748514
0.0,517,547.633533
0.0,525,550.556282
0.0,521,553.435301
9.0,1640,563.189676
0.0,532,566.069334
0.0,543,568.962844
5.0,1351,576.761951
10.0,1818,587.81343
32.0,3652,610.214971
14.0,2827,626.991683
0.0,537,629.750506
21.0,2771,645.962129
11.0,2096,658.259382
26.0,3148,677.292616
18.0,2620,692.977488
26.0,3221,711.627454
18.0,2548,726.521157
16.0,2280,739.703212
18.0,2590,755.404623
9.0,1616,764.89446
0.0,521,767.720851
