#{"t_start": 1724336002.916411, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,543,7.406046
2.0,755,11.908288
0.0,516,14.647704
1.0,689,18.588662
3.0,1082,24.990955
0.0,540,28.015213
0.0,520,30.916264
0.0,515,33.884188
0.0,519,36.856159
0.0,537,39.893253
5.0,1342,47.711575
2.0,829,52.325047
4.0,1292,60.079568
0.0,509,63.053094
1.0,725,67.31858
0.0,531,70.35197
0.0,537,73.386365
2.0,824,78.399992
2.0,809,83.308544
10.0,1824,94.511714
2.0,799,99.258782
2.0,801,103.995798
4.0,1189,111.183816
0.0,516,114.059252
2.0,813,118.786257
0.0,528,121.698218
0.0,512,124.614926
0.0,523,127.528299
9.0,1624,137.029122
5.0,1419,145.527438
0.0,539,148.524992
10.0,1754,159.358955
0.0,515,162.376103
0.0,529,165.446347
6.0,1528,174.849264
5.0,1422,183.530503
7.0,1799,194.606876
3.0,1006,200.534392
12.0,2092,213.26559
2.0,822,217.919062
10.0,2155,230.202066
13.0,2589,245.551933
5.0,1506,254.341918
5.0,1410,262.680702
0.0,537,265.566331
6.0,1524,274.582748
9.0,1871,285.372368
4.0,1230,292.259775
10.0,1838,302.887784
11.0,1946,313.990729
15.0,2418,328.255124
10.0,1836,339.299693
0.0,525,342.085789
10.0,2140,354.758178
13.0,1848,365.637203
12.0,2116,377.864928
0.0,529,380.679834
0.0,533,383.494023
9.0,1624,393.003982
1.0,643,396.554376
4.0,1188,403.384828
12.0,2080,415.998355
9.0,1640,425.688846
13.0,2310,439.714782
2.0,903,445.190125
12.0,2061,457.262018
18.0,2710,473.137121
0.0,517,475.895815
0.0,529,478.679942
9.0,1644,487.884594
10.0,1816,498.657522
4.0,1115,505.08833
19.0,2702,521.318548
0.0,537,524.177576
0.0,533,527.026247
0.0,517,529.875342
12.0,1980,541.316743
9.0,1640,551.072408
0.0,521,553.949401
0.0,528,556.835258
0.0,517,559.703251
0.0,539,562.51513
2.0,818,567.24785
16.0,2256,580.803637
0.0,517,583.73554
0.0,529,586.662365
11.0,1868,597.862274
0.0,517,600.808303
10.0,1746,611.342287
9.0,1984,622.900432
20.0,2962,640.433176
14.0,1974,651.839641
20.0,2888,669.115632
14.0,2697,685.313933
14.0,2223,698.586902
18.0,2519,712.839746
17.0,2538,727.641178
23.0,2933,744.95024
16.0,2210,758.254733
25.0,2190,771.102587
