#{"t_start": 1724336001.7807698, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,822,10.44908
2.0,751,14.794251
8.0,1512,23.800053
0.0,533,26.732162
2.0,914,32.132074
0.0,512,35.084853
0.0,524,37.954338
1.0,708,42.033833
3.0,1012,47.948833
0.0,526,50.693063
1.0,712,54.633274
0.0,531,57.457424
0.0,519,60.277043
1.0,712,64.514415
2.0,906,69.946981
0.0,512,72.993671
0.0,505,75.93769
0.0,517,79.030265
0.0,528,82.038795
2.0,813,86.921514
0.0,540,89.945397
5.0,1411,98.449692
0.0,500,101.281817
0.0,523,104.14987
0.0,519,107.073309
0.0,529,110.014978
0.0,520,112.845268
0.0,533,115.688138
0.0,524,118.567009
10.0,1812,129.759738
0.0,521,132.539264
0.0,528,135.299735
1.0,712,139.277334
0.0,532,142.155243
0.0,524,145.021676
0.0,527,147.946212
0.0,523,150.960777
0.0,537,153.973987
4.0,1284,161.784755
5.0,1326,170.116039
0.0,512,172.931445
1.0,733,177.213656
1.0,704,181.290281
5.0,1316,189.458841
5.0,1253,196.85024
11.0,2022,209.13871
3.0,897,214.181689
14.0,2505,228.822255
8.0,1955,240.173782
0.0,533,242.971392
0.0,525,245.815162
5.0,1410,254.088198
0.0,521,256.948833
0.0,533,259.766514
10.0,1822,270.771383
12.0,2088,282.85353
10.0,1742,292.914826
14.0,2164,305.597735
17.0,2435,319.717608
13.0,2681,335.954457
19.0,2381,350.326997
0.0,537,353.125911
10.0,1740,363.242997
13.0,2501,377.947671
11.0,1926,389.301638
10.0,1832,400.024216
12.0,1851,411.103015
11.0,1858,422.142889
0.0,525,425.025837
16.0,2323,439.152059
3.0,1010,445.265246
3.0,1016,451.231449
10.0,1738,461.352791
19.0,2822,477.852043
10.0,1752,487.736972
0.0,537,490.595343
0.0,517,493.432881
15.0,2144,506.161992
19.0,2682,522.375579
15.0,2546,537.573556
0.0,541,540.360359
4.0,1064,546.466431
9.0,1628,556.313772
0.0,528,559.187089
9.0,1620,568.896069
17.0,2336,582.922685
0.0,529,585.86633
8.0,1795,596.553739
13.0,2390,611.184861
16.0,1965,622.670844
15.0,2228,635.67712
19.0,2732,651.769145
9.0,1948,663.127699
14.0,2562,678.624748
17.0,2114,691.097666
11.0,2406,705.251517
17.0,2522,719.711878
0.0,541,722.48062
0.0,537,725.298444
25.0,2745,741.469873
12.0,2372,755.729668
19.0,2398,770.014703
