#{"t_start": 1724336003.5827434, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
4.0,1263,11.602188
1.0,702,15.455769
0.0,533,18.380316
1.0,714,22.316601
3.0,1014,28.408178
1.0,619,32.068685
5.0,1336,40.192586
4.0,1224,47.339182
2.0,814,51.869925
0.0,539,54.761975
3.0,1094,61.361334
0.0,521,64.412045
1.0,693,68.608501
1.0,696,72.793412
0.0,505,75.734356
9.0,1624,85.995558
0.0,535,88.916892
5.0,1411,97.436944
5.0,1418,106.001068
2.0,833,110.77067
2.0,800,115.386092
0.0,529,118.33678
0.0,512,121.239167
0.0,515,124.148559
2.0,822,128.884706
0.0,515,131.645435
0.0,516,134.382037
0.0,519,137.230941
5.0,1418,145.739843
0.0,524,148.773645
0.0,508,151.723515
0.0,511,154.628964
0.0,505,157.42268
0.0,525,160.404129
1.0,703,164.56797
0.0,529,167.589353
1.0,695,171.624634
2.0,776,176.133113
2.0,758,180.543671
1.0,637,184.219702
0.0,515,187.13911
1.0,704,191.185521
4.0,1121,197.701978
1.0,624,201.256429
2.0,756,205.661027
4.0,1106,212.086079
9.0,1628,221.566627
5.0,1428,229.54802
10.0,1808,240.215258
13.0,2350,254.254778
16.0,2842,271.451758
0.0,525,274.223675
9.0,1950,285.485346
9.0,1624,294.895252
8.0,2017,306.42371
9.0,1620,315.707147
14.0,2036,327.749073
11.0,2018,339.919508
10.0,1927,351.233999
19.0,2247,364.500505
13.0,2489,379.0984
9.0,1493,387.801553
9.0,2084,400.174425
8.0,1827,411.127076
15.0,2469,426.017317
10.0,1828,437.028195
4.0,1112,443.694306
11.0,1947,455.134141
15.0,2515,470.001206
16.0,2340,483.429162
11.0,2313,497.217333
20.0,2816,514.042899
12.0,2524,529.296394
7.0,1949,540.50149
9.0,1616,550.232695
0.0,528,553.113114
0.0,515,556.008457
5.0,1399,564.375403
9.0,1632,574.077423
0.0,525,576.854705
6.0,1606,586.619432
16.0,2554,602.219715
14.0,2755,618.690934
15.0,2576,633.774787
7.0,1716,643.602885
7.0,1487,652.306506
19.0,2748,668.752962
25.0,3020,686.802944
20.0,3026,704.595293
28.0,2993,721.932726
21.0,3019,739.693574
18.0,2552,755.047454
0.0,533,757.922354
23.0,2982,775.665
