#{"t_start": 1724336003.116053, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,628,7.951953
1.0,653,11.601043
2.0,826,16.315096
1.0,710,20.306099
0.0,512,23.136109
0.0,533,26.139643
3.0,950,31.811488
2.0,762,36.269547
5.0,1258,43.85919
1.0,635,47.294838
2.0,939,52.591959
9.0,1692,63.058473
1.0,627,66.778932
0.0,520,69.790182
5.0,1406,78.814716
0.0,517,81.817121
0.0,525,84.780163
2.0,809,89.689546
0.0,527,92.478626
3.0,1001,98.441741
3.0,1012,104.388002
0.0,516,107.321864
0.0,517,110.164749
2.0,809,114.843016
0.0,504,117.659162
2.0,813,122.462463
0.0,536,125.436779
0.0,539,128.324787
9.0,1620,137.82904
0.0,527,140.64054
0.0,504,143.478909
4.0,1207,150.925004
10.0,1844,162.305778
0.0,527,165.296585
5.0,1418,174.041703
4.0,1193,181.322642
1.0,632,185.060114
5.0,1412,193.499054
9.0,1628,203.346363
7.0,1643,213.139025
1.0,628,216.685569
14.0,2178,229.15373
0.0,521,231.952585
9.0,2133,244.641611
16.0,3078,263.088853
12.0,2561,278.392634
10.0,1740,288.39903
14.0,1632,297.896059
12.0,2067,309.697632
20.0,3335,329.577576
4.0,1108,336.046083
8.0,1874,347.156683
9.0,1624,356.723067
9.0,1632,366.271951
18.0,2526,380.975737
0.0,521,383.811657
0.0,537,386.611296
15.0,2102,399.091303
10.0,2207,412.311453
0.0,537,415.175302
11.0,1954,426.818521
15.0,2477,442.051153
2.0,769,446.582345
11.0,1914,457.891998
18.0,2455,472.22984
0.0,521,474.991374
9.0,1628,484.166357
13.0,2239,497.503864
16.0,2503,512.336196
11.0,2409,526.878092
0.0,521,529.732933
0.0,517,532.496603
14.0,1950,543.950143
9.0,1624,553.758805
0.0,527,556.642985
0.0,520,559.512369
9.0,1620,569.263704
17.0,2096,581.688524
8.0,1510,590.904603
19.0,2184,604.070454
0.0,517,606.932778
20.0,2875,624.15753
15.0,1884,635.056965
19.0,2645,650.678247
14.0,1950,662.211355
0.0,537,665.064525
12.0,1773,675.65306
27.0,3694,698.013514
21.0,3085,715.708878
11.0,2108,727.937652
23.0,3015,745.830644
10.0,2077,758.248676
22.0,3139,777.064476
